sentence,logit,prediction,sentiment_score
"FreshDirect on the sales block,?",[0.0387399  0.29141322 0.6698469 ],neutral,-0.25267333
"Walmart eyes setting PhonePe free,?",[0.09776798 0.21349715 0.6887349 ],neutral,-0.11572917
"Walmart names new U S  boss,?",[0.05973393 0.06920867 0.87105745],neutral,-0.009474739
"Layoffs at Bonobos as Walmart looks to cut losses,?",[0.01335007 0.96780235 0.01884763],negative,-0.9544523
"""Roku, Walmart launch soundbar and subwoofer"",?",[0.03692303 0.04610431 0.91697264],neutral,-0.00918128
"Huge numbers from Flipkart's shopping event,?",[0.17337044 0.10937309 0.7172565 ],neutral,0.06399735
"Holiday sales seen rising around 4% this year,?",[0.8832399  0.02202491 0.09473526],positive,0.861215
"Walmart tests healthcare programs in the U S ,?",[0.03370953 0.0357816  0.93050885],neutral,-0.0020720623
"Walmart joins other retail chains in pulling Zantac,?",[0.07601944 0.48492953 0.43905103],negative,-0.4089101
"""Amazon, Flipkart report strong festival sales"",?",[0.91160345 0.02807966 0.06031687],positive,0.8835238
"Walmart mulls over options for JetBlack,?",[0.03861185 0.5341304  0.42725772],negative,-0.49551854
"Walmart snuffs out e-cigarette sales,?",[0.0281344 0.7838886 0.187977 ],negative,-0.7557542
"EEOC looks for Walmart to resolve female wage gap issue,?",[0.3355257  0.3005558  0.36391854],neutral,0.034969896
"Barclays brushes off risk to CVS from Walmart healthcare initiative,?",[0.5567785  0.30922148 0.13400005],positive,0.24755701
"Walmart's 'unlimited' grocery delivery goes nationwide,?",[0.16189341 0.01010147 0.82800514],neutral,0.15179195
"Food retail prices under pressure from Walmart,?",[0.04130942 0.8458637  0.11282689],negative,-0.8045543
"Huge upside seen for Walmart from PhonePe asset,?",[0.79174954 0.09074111 0.11750937],positive,0.70100844
"Feds grant $1 8B to fight opioid epidemic,?",[0.8857048  0.03282939 0.08146571],positive,0.8528754
"Walmart pulls back on gun sales,?",[0.02058992 0.9269802  0.05242996],negative,-0.9063903
"Walmart Mexico offers same-day delivery,?",[0.02880748 0.03521581 0.93597674],neutral,-0.006408328
"Walmart offers mental health services at new clinic,?",[0.0263492  0.04084738 0.93280345],neutral,-0.01449818
"New boss for Walmart Canada,?",[0.05280812 0.22561865 0.72157323],neutral,-0.17281052
"Target earnings tip strong consumer spending,?",[0.7180656  0.08318466 0.19874975],positive,0.63488096
"""Walmart sues Tesla, claiming solar panels caused fires at its stores"",?",[0.0191244  0.91696686 0.0639088 ],negative,-0.89784247
"Walmart chief marketing officer exiting - Ad Age,?",[0.03464228 0.12247344 0.8428843 ],neutral,-0.08783116
"JD com joint venture mulls $500M U S  IPO - report,?",[0.04673879 0.28412625 0.6691349 ],neutral,-0.23738746
"Analysts see Walmart momentum continuing,?",[0.8828258  0.01652131 0.10065296],positive,0.86630446
"""Walmart tops day's gainers after higher Q2 sales, upbeat profit forecast"",?",[0.89522314 0.05813542 0.04664135],positive,0.83708775
"""WMT, CSIQ among premarket gainers"",?",[0.11001315 0.22832733 0.66165954],neutral,-0.118314184
"Walmart +5% after hiking profit guidance,?",[0.67847526 0.27099335 0.05053136],positive,0.4074819
"""Walmart EPS beats by $0 05, beats on revenue"",?",[0.33504087 0.11582044 0.54913867],neutral,0.21922043
"Walmart Q2 2020 Earnings Preview,?",[0.08789983 0.37912795 0.5329722 ],neutral,-0.29122812
"Macy's carnage spreads far and wide across retail,?",[0.10159959 0.01975011 0.8786503 ],neutral,0.081849486
"Spotlight on Walmart's margins,?",[0.10020679 0.02713198 0.87266123],neutral,0.07307481
"Retail rallies after tariffs delayed,?",[0.02684488 0.91894007 0.0542151 ],negative,-0.8920952
"Investors shy away from consumer discretionary stocks,?",[0.05423854 0.60917413 0.3365873 ],negative,-0.5549356
"Walmart take steps on violent video games,?",[0.16256566 0.23385887 0.60357547],neutral,-0.071293205
"Walmart to stick with gun sales after El Paso store shooting,?",[0.10196336 0.49042523 0.40761146],negative,-0.3884619
"Amazon eyes stake in India's Reliance Retail - ET,?",[0.03740487 0.03164314 0.93095195],neutral,0.0057617202
"Consumer names stumble after Fed rate cut,?",[0.02284382 0.91991115 0.05724511],negative,-0.8970673
"Walmart to run small test of self-driving car,?",[0.1145232  0.03688959 0.8485872 ],neutral,0.07763361
"Walmart moves to integrate stores and digital - CNBC,?",[0.38685554 0.00995972 0.6031848 ],neutral,0.37689582
"Drug distributors down on opioid epidemic risk,?",[0.02222476 0.9190446  0.0587307 ],negative,-0.89681983
"Rivals get larger Prime Day boost - report,?",[0.58095306 0.13329808 0.28574887],positive,0.44765496
"Fourth annual Prime Day kicks off,?",[0.05982437 0.13153431 0.8086413 ],neutral,-0.071709946
"Walmart looks for regulatory relief in India,?",[0.22751303 0.22767405 0.5448129 ],neutral,-0.00016102195
"Goldman Sachs doubles down on big-box retail,?",[0.01928897 0.93936914 0.04134185],negative,-0.9200802
"Walmart workers in Chile walk off the job,?",[0.01633325 0.9430835  0.04058324],negative,-0.9267503
"Walmart reports solid sales in Mexico and Central America,?",[0.93337554 0.02878166 0.03784277],positive,0.9045939
"A Prime headache setting up in grocery/food sector,?",[0.06956583 0.5165414  0.4138927 ],negative,-0.4469756
"E-commerce losses pile up at Walmart,?",[0.01322703 0.96190256 0.02487034],negative,-0.9486755
"Retail lags as focus turns to economic data,?",[0.03064873 0.83380246 0.13554877],negative,-0.80315375
"Walmart invests in China logistics,?",[0.0300693  0.01857708 0.9513536 ],neutral,0.011492221
"Walmart to relist minority stake in Seiyu,?",[0.06767243 0.19959041 0.7327372 ],neutral,-0.13191798
"""India questions Amazon, Flipkart rule compliance"",?",[0.1540359  0.06768319 0.778281  ],neutral,0.086352706
"Retailers plot Amazon Prime Day strategies,?",[0.0264199  0.01947803 0.9541021 ],neutral,0.0069418643
"""Norway's wealth fund cleared to reinvest in Rio, Walmart, others"",?",[0.21269785 0.01333319 0.773969  ],neutral,0.19936466
"JetBlue sues over use of Jetblack name,?",[0.01591458 0.9386408  0.04544473],negative,-0.9227262
"Walmart settles over FCPA violations,?",[0.02731079 0.9087679  0.06392139],negative,-0.8814571
"""Walmart launching online sales of AT&amp;T plans, phones"",?",[0.07378094 0.00720518 0.91901386],neutral,0.06657576
"Retail sales solid as e-commerce underpins,?",[0.39628774 0.5754831  0.02822925],negative,-0.17919534
"Retailers skirt around tariff costs,?",[0.04034076 0.6913978  0.26826143],negative,-0.651057
"FDA names companies to build blockchain network for drug supply chain,?",[0.21646023 0.00890698 0.77463275],neutral,0.20755324
"Target fires latest shot in delivery wars,?",[0.06626303 0.07766977 0.85606724],neutral,-0.011406742
"Walmart to absorb disappointing Jet com into e-commerce operations,?",[0.6560029  0.26937616 0.07462096],positive,0.38662672
"Walmart inks power deal with US Solar,?",[0.4277519  0.03160571 0.5406424 ],neutral,0.39614618
"Stifel expects Walmart momentum to continue,?",[0.8808065  0.00943936 0.10975423],positive,0.87136716
"Walmart takes grocery battle to next level,?",[0.2521237 0.0329485 0.7149278],neutral,0.21917522
"Walmart leads the retail pack in EV charging,?",[0.23897645 0.01232673 0.74869686],neutral,0.22664972
"Walmart tackles minimum wage issue,?",[0.06884717 0.40357235 0.5275805 ],neutral,-0.33472517
"Walmart preps for shareholder meeting,?",[0.03592401 0.14339674 0.82067925],neutral,-0.107472725
"Walmart targets high-school students,?",[0.02428805 0.069549   0.906163  ],neutral,-0.04526095
"Walmart finds new boss for Store No  8,?",[0.3585348  0.12639977 0.51506543],neutral,0.23213504
"Walmart hires tech heavyweight for CTO position,?",[0.07145735 0.15274337 0.7757993 ],neutral,-0.08128602
"More pressure on Walmart ahead of annual meeting,?",[0.07244698 0.7485703  0.17898273],negative,-0.6761233
"No fear from Target positive for retail,?",[0.19081207 0.14513752 0.66405046],neutral,0.045674548
"Walmart direct pitch to corporate ad buyers,?",[0.08176075 0.01302893 0.9052104 ],neutral,0.068731815
"Bernie Sanders to visit Walmart's annual meeting,?",[0.03909538 0.19271223 0.76819235],neutral,-0.15361685
"Retailers to face Egyptian cotton lawsuit,?",[0.0216062  0.91896456 0.05942932],negative,-0.89735836
"SoftBank leads $200M round in Indian grocer,?",[0.38804513 0.0715525  0.5404024 ],neutral,0.31649262
"Walmart hints at higher prices,?",[0.4685882  0.09681735 0.43459442],positive,0.37177086
"Walmart +2% after solid U S  comp,?",[0.77169305 0.19405037 0.03425658],positive,0.5776427
"""Walmart beats by $0 11, misses on revenue"",?",[0.4265093 0.3403187 0.233172 ],positive,0.08619058
"What to look for in Walmart's earnings,?",[0.05487904 0.01909486 0.92602605],neutral,0.03578418
"Walmart Q1 2020 Earnings Preview,?",[0.09021672 0.36953092 0.5402524 ],neutral,-0.2793142
"Consumer spending soggy in April,?",[0.01614368 0.93963325 0.04422306],negative,-0.9234896
"Walmart weighs IPO for U K  arm Asda,?",[0.08579519 0.29186222 0.6223426 ],neutral,-0.20606703
"One-day shipping latest retail salvo,?",[0.04092259 0.16346404 0.79561335],neutral,-0.12254145
"Major retailers exploring CBD product lines,?",[0.07221744 0.01363093 0.9141516 ],neutral,0.058586515
"Walmart lifts tobacco age requirement,?",[0.34470677 0.3184571  0.3368361 ],positive,0.026249677
"Walmart -1% after rare bear call arrives,?",[0.15415661 0.47195435 0.37388903],negative,-0.31779772
"Veterinary clinic push from Walmart,?",[0.06764565 0.08487841 0.8474759 ],neutral,-0.017232768
"Bernstein confident on Walmart,?",[0.293468   0.10598922 0.6005428 ],neutral,0.18747878
"""Walmart to test fewer, higher-paid store manager strategy"",?",[0.7914675  0.01511964 0.19341287],positive,0.7763479
"Walmart teases one-day free shipping,?",[0.05430841 0.2694568  0.6762347 ],neutral,-0.21514839
"Retail sector rattled by Amazon shipping move,?",[0.01611941 0.9550682  0.02881242],negative,-0.93894875
"No deal between Sainsbury and Asda,?",[0.08077234 0.22251113 0.69671655],neutral,-0.14173879
"Walmart goes after kids sales with style,?",[0.05242012 0.01953788 0.928042  ],neutral,0.032882236
"""Fines threatened for Walmart, Kroger, others in selling tobacco to minors"",?",[0.02261849 0.879623   0.09775863],negative,-0.8570045
"Walmart shifts to remodeling vs  new stores,?",[0.11648129 0.19206822 0.6914505 ],neutral,-0.07558693
"Walmart continues to diversify shopping experience,?",[0.9096158  0.00965218 0.08073197],positive,0.8999636
"Walmart unveils Google-powered grocery shopping,?",[0.08108778 0.03646475 0.8824474 ],neutral,0.044623032
"Amazon cutting Whole Foods prices - WSJ,?",[0.02878512 0.88404953 0.0871653 ],negative,-0.8552644
"Walmart closing at least 11 U S  stores,?",[0.01356892 0.9223941  0.064037  ],negative,-0.90882516
"Walmart technology chief leaving - Reuters,?",[0.03670269 0.08451584 0.8787815 ],neutral,-0.047813155
"Asda and Sainsbury pledge to lower prices,?",[0.11062004 0.3771164  0.51226354],neutral,-0.26649636
"Walmart looks to get in on tablet action,?",[0.47473484 0.04210636 0.48315886],neutral,0.43262848
"Walmart CTO takes stage at SXSW,?",[0.02499861 0.0798591  0.8951423 ],neutral,-0.054860495
"FDA cracks down on retail chains for youth tobacco sales,?",[0.01657202 0.9285039  0.05492405],negative,-0.9119319
"Amazon coming in big with new grocery store concept,?",[0.8529252  0.01893487 0.12813994],positive,0.83399034
"Amazon plans new grocery chain - report,?",[0.03162024 0.0755704  0.89280933],neutral,-0.04395016
"Meet the FedEx SameDay Bot,?",[0.0640813  0.07463326 0.8612855 ],neutral,-0.010551959
"Walmart pushes harder into digital ads,?",[0.39792952 0.08852587 0.5135446 ],neutral,0.30940366
"Walmart acquires Aspectiva,?",[0.04496334 0.04591396 0.9091227 ],neutral,-0.0009506196
"KKR weighs a run at Walmart's Asda,?",[0.02736936 0.92021465 0.05241594],negative,-0.8928453
"Buffett explains retail vs  brand battle--like elephants fighting,?",[0.10918605 0.263253   0.627561  ],neutral,-0.15406695
"M&amp;A options for Walmart's Asda,?",[0.03190308 0.02219857 0.94589835],neutral,0.009704512
"""Trouble for Amazon, Flipkart in India "",?",[0.04544555 0.24989307 0.70466137],neutral,-0.20444752
"Sainsbury-Asda deal in major jeopardy,?",[0.02005062 0.9038564  0.07609294],negative,-0.88380575
"BAML dissects Walmart's strong quarter,?",[0.8570342  0.07157788 0.0713879 ],positive,0.7854563
"Walmart declares $2 12 dividend,?",[0.05884252 0.72128475 0.21987274],negative,-0.6624422
"""Walmart tops comparable sales view, ups dividend"",?",[0.83632964 0.05466302 0.10900725],positive,0.78166664
"""Walmart beats by $0 08, revenue in-line"",?",[0.42352593 0.3709254  0.20554864],positive,0.052600533
"Walmart Q4 2018 Earnings Preview,?",[0.07432058 0.45962623 0.46605325],neutral,-0.38530564
"Walmart headlines earnings calendar this week,?",[0.08618253 0.7310318  0.18278566],negative,-0.64484924
"When retail sales reports go rogue,?",[0.0204668  0.875744   0.10378925],negative,-0.8552772
"Tech execs join Trump's workforce board,?",[0.06509261 0.0741611  0.8607463 ],neutral,-0.0090684965
"Levi Strauss files for IPO,?",[0.03368901 0.03842405 0.9278869 ],neutral,-0.0047350414
"""Walmart, Deliv end online grocery partnership"",?",[0.05079679 0.05907486 0.8901284 ],neutral,-0.008278076
"Retailers brush off racketeering lawsuit,?",[0.02245246 0.8939044  0.08364315],negative,-0.8714519
"Walmart launches private-label furniture brand,?",[0.17318137 0.02753343 0.79928523],neutral,0.14564794
"FDA to bar certain Walgreens and Circle Ks from selling tobacco products,?",[0.03329622 0.7867313  0.17997244],negative,-0.7534351
"Early look at Walmart earnings,?",[0.0508449  0.10154882 0.84760624],neutral,-0.05070392
"Morgan Stanley updates on Walmart's Flipkart losses,?",[0.06826907 0.4397582  0.49197266],neutral,-0.37148914
"Retail royalty tracks lower,?",[0.01787705 0.9451567  0.03696627],negative,-0.92727965
"""India won't delay policies hitting Amazon, Walmart"",?",[0.15538299 0.04752161 0.7970954 ],neutral,0.107861385
"Flipkart warns of major 'customer disruption',?",[0.01323559 0.9596674  0.02709712],negative,-0.9464318
"Walmart gets aggressive in bid for more truck drivers,?",[0.7947274  0.1076668  0.09760583],positive,0.6870606
"Morgan Stanley expects Walmart momentum to continue,?",[0.87563485 0.00904063 0.11532445],positive,0.8665942
"""Synchrony to sell Walmart portfolio, extends Sam's Club pact"",?",[0.8489319  0.01125282 0.13981527],positive,0.8376791
"Heavyweight interest seen for eBay Marketplace,?",[0.1459288  0.03960754 0.8144637 ],neutral,0.10632126
"CVS inks new PBM contract with Walmart,?",[0.5644023  0.17602466 0.2595731 ],positive,0.3883776
"Walmart expands grocery delivery program,?",[0.6610826  0.02301548 0.31590188],positive,0.6380671
"Walmart scraps plans for new video streaming service,?",[0.02295731 0.9067782  0.07026445],negative,-0.8838209
"Online holiday sales up 17% in 2018,?",[0.9362731  0.02667813 0.0370488 ],positive,0.90959495
"Walmart to exit CVS drugstore network,?",[0.06084413 0.54002297 0.39913288],negative,-0.47917885
"Amazon Go seen as long-term winner,?",[0.838556   0.03671466 0.12472937],positive,0.8018413
"Whole Foods eyes vacant Sears stores,?",[0.02623088 0.7459823  0.22778678],negative,-0.7197514
"Retail sector bruising after disappointing guidance updates,?",[0.01617002 0.96539605 0.01843394],negative,-0.949226
"Walmart to partner with Udelv in autonomous delivery testing,?",[0.82704294 0.01000812 0.16294895],positive,0.81703484
"Retail sector breaks higher,?",[0.11748477 0.81860876 0.06390645],negative,-0.701124
"""Merck, Pfizer top Dow 2018 standings; Goldman Sachs slides to the bottom"",?",[0.0378437  0.8314235  0.13073282],negative,-0.7935798
"Digging through the retail stocks bin,?",[0.07466134 0.31848463 0.6068541 ],neutral,-0.24382329
"UBS: Holiday toy spending comes up short,?",[0.01811456 0.954112   0.02777346],negative,-0.9359974
"KeyBanc: Toy makers set for 2019 growth,?",[0.5381041  0.04160091 0.42029506],positive,0.4965032
"""India's new rules could hit Amazon, Walmart"",?",[0.0571099  0.47212765 0.47076246],negative,-0.41501775
"""U S  holiday retail sales rose 5 1%, best since 2012, MasterCard survey says"",?",[0.92933923 0.04379959 0.02686118],positive,0.88553965
"Amazon struggles in grocery push,?",[0.03600882 0.89683837 0.06715283],negative,-0.86082953
"Walmart's Flipkart plans streaming service,?",[0.03244993 0.08170275 0.8858473 ],neutral,-0.04925282
"""Retail read: Traffic up at J C  Penney, Target and Kohl's"",?",[0.08875782 0.06826844 0.84297377],neutral,0.02048938
"Retail heavyweights seen racking up big holiday numbers,?",[0.23525381 0.2743861  0.4903601 ],neutral,-0.039132297
"""Target, Walmart sued over lead jewelry kits"",?",[0.01395641 0.9402197  0.04582388],negative,-0.9262633
"Amazon Go goes real small in Seattle,?",[0.04909505 0.39396372 0.5569412 ],neutral,-0.34486866
"Automation revolution    Walmart testing 'Flippy',?",[0.05516517 0.31902766 0.62580717],neutral,-0.2638625
"Amazon-Target intrigue again,?",[0.06203911 0.2713761  0.6665848 ],neutral,-0.209337
"Online holiday sales tracking at +19% pace,?",[0.15087762 0.08916677 0.75995564],neutral,0.061710857
"Walmart acquires Art com,?",[0.04708677 0.04948074 0.9034325 ],neutral,-0.0023939759
"Tesco questions Sainsbury-Asda deal,?",[0.09950606 0.03862326 0.8618707 ],neutral,0.0608828
"Walmart to deploy hundreds of robot janitors,?",[0.04146081 0.44289285 0.51564634],neutral,-0.40143204
"Retailers bounce on tariff relief,?",[0.15572017 0.73267084 0.111609  ],negative,-0.57695067
"U S  retailers prep for new tariffs,?",[0.0628425  0.41334713 0.5238103 ],neutral,-0.35050464
"Cyber Monday IT watch,?",[0.04698656 0.23152587 0.7214876 ],neutral,-0.1845393
"Black Friday online sales trending strong,?",[0.92522687 0.03407327 0.04069981],positive,0.8911536
"Online shopping up 29% from last year,?",[0.94536763 0.02925687 0.02537554],positive,0.91611075
"U S  online shipping up 17% this season,?",[0.93710196 0.03189029 0.03100766],positive,0.9052117
"Retail sector hammered after earnings dump,?",[0.01225663 0.9724706  0.01527279],negative,-0.96021396
"Bernie Sanders takes aim at Walmart,?",[0.04486787 0.58577776 0.36935437],negative,-0.5409099
"Nutrien names Walmart's Farah as new CFO,?",[0.02430884 0.04126985 0.93442136],neutral,-0.016961006
"Investors bid down retail stocks,?",[0.02682007 0.8771737  0.09600627],negative,-0.85035366
"Walmart higher after U S  comparable sales beat,?",[0.79524165 0.16785643 0.03690191],positive,0.62738526
"""Walmart beats by $0 07, misses on revenue"",?",[0.09715044 0.76702845 0.13582112],negative,-0.669878
"""Berkshire buys JPMorgan, Oracle, exits Sanofi"",?",[0.03464383 0.0170633  0.94829285],neutral,0.017580528
"""Ford, Walmart to test driverless delivery"",?",[0.20953351 0.02658355 0.76388294],neutral,0.18294996
"Walmart earnings preview,?",[0.0622043  0.43159315 0.5062026 ],neutral,-0.36938885
"Flipkart CEO steps down,?",[0.02947666 0.6602742  0.31024915],negative,-0.63079756
"Black Friday deals before Thanksgiving ,?",[0.03547334 0.31314328 0.6513834 ],neutral,-0.27766994
"Retailers eye minimum wage pressure,?",[0.02343155 0.90807724 0.06849126],negative,-0.8846457
"Microsoft and Walmart will open joint engineering office,?",[0.05791733 0.02337824 0.9187044 ],neutral,0.034539092
"Amazon ratchets up holiday sales battle,?",[0.5261728  0.27135226 0.2024749 ],positive,0.25482056
"Synchrony takes hit as Walmart dispute prompts downgrade by Stephens,?",[0.01619555 0.9494388  0.03436569],negative,-0.9332433
"Synchrony -5 2% after Walmart files suit in card portfolio dispute,?",[0.03761951 0.9069791  0.0554014 ],negative,-0.86935955
"Adobe: US online holiday sales will top $124B,?",[0.67617923 0.04912108 0.27469966],positive,0.62705815
"Jet com adds Nike and Bonobos products,?",[0.0235281  0.03790214 0.9385698 ],neutral,-0.01437404
"Blue Apron and Walmart to partner,?",[0.12338279 0.01138887 0.86522835],neutral,0.11199392
"Sam's Club ups cashierless game,?",[0.04661553 0.51074    0.44264454],negative,-0.46412444
"""Walmart, Michigan retirement fund reach $160M settlement"",?",[0.33590224 0.19453548 0.4695623 ],neutral,0.14136676
"Moody's positive on retail,?",[0.35412663 0.06692038 0.57895297],neutral,0.28720626
"Walmart expands free shipping offer,?",[0.59907687 0.05536385 0.34555924],positive,0.54371303
"Holiday shopping competition heats up,?",[0.04969862 0.5140397  0.43626168],negative,-0.46434107
"Winners and losers from Piper's teen survey,?",[0.06650996 0.4488088  0.4846812 ],neutral,-0.38229883
"Walmart gains 2% amid investor day festivities,?",[0.8396009  0.11813367 0.0422655 ],positive,0.72146726
"Walmart guidance updates roll in,?",[0.05499143 0.15899535 0.7860132 ],neutral,-0.10400391
"Walmart lowers 2019 earnings forecast,?",[0.01883787 0.9520482  0.02911394],negative,-0.9332103
"New Walmart brand strategy extends with Bare Necessities pickup,?",[0.7556069  0.00911938 0.23527372],positive,0.7464875
"Bloomberg: Walmart considering streaming service to take on Amazon,?",[0.1586143  0.01632095 0.8250647 ],neutral,0.14229333
"""Carving up Sears and Toys """"R"""" Us holiday sales"",?",[0.03409435 0.10484468 0.8610609 ],neutral,-0.070750326
"'Messaging win' on China could lift consumer products stocks,?",[0.8758873  0.0616439  0.06246883],positive,0.8142434
"Sears files for Chapter 11 bankruptcy,?",[0.02652046 0.7523305  0.22114912],negative,-0.72581005
"Walmart to buy online intimates retailer Bare Necessities,?",[0.05841871 0.03688054 0.90470076],neutral,0.021538164
"""Amazon attracts Indian festival shoppers, Flipkart diss"",?",[0.0536618  0.11123168 0.8351065 ],neutral,-0.057569884
"Walmart Canada to invest in store upgrades,?",[0.29586482 0.01224911 0.69188607],neutral,0.2836157
"Walmart and Eko form interactive entertainment joint venture,?",[0.09084544 0.01529433 0.8938602 ],neutral,0.07555111
"Walmart and PayPal team up for financial products,?",[0.30629513 0.0164517  0.6772532 ],neutral,0.2898434
"Walmart Canada explores cannabis-based products,?",[0.03334647 0.02810916 0.93854433],neutral,0.005237311
"Deutsche Bank bullish on Walmart ahead of holidays,?",[0.04433575 0.85812473 0.09753947],negative,-0.813789
"Game planning the toy holiday season,?",[0.04228089 0.14670923 0.8110099 ],neutral,-0.10442835
"Walmart to boost video-on-demand service Vudu,?",[0.89799476 0.02068793 0.08131734],positive,0.8773068
"Target to launch new discount brand,?",[0.08456393 0.0110016  0.90443444],neutral,0.07356233
"Amazon leads toy shopping in consumer-spending survey,?",[0.39564165 0.08672423 0.5176341 ],neutral,0.30891743
"Spotlight on wages in retail sector,?",[0.06680014 0.34679016 0.5864097 ],neutral,-0.27999002
"Holiday retail sales forecast to rise 4 3% to 4 8%,?",[0.9130733  0.02576882 0.06115788],positive,0.8873045
"Walmart to acquire Eloquii,?",[0.03557828 0.05628508 0.90813667],neutral,-0.020706803
"Walmart eyes using blockchain tech for food safety,?",[0.07708887 0.032752   0.89015913],neutral,0.044336867
"Walmart will require some suppliers to use IBM's food safety solution,?",[0.06579076 0.02319116 0.9110181 ],neutral,0.042599607
"Retailers warn on higher prices from tariffs,?",[0.15068606 0.56590027 0.28341362],negative,-0.4152142
"Walmart: Tariffs could force price hikes,?",[0.14051531 0.64429057 0.21519417],negative,-0.50377524
"More details on Amazon cashierless store report,?",[0.02938592 0.07545984 0.8951543 ],neutral,-0.04607392
"Retail shocker: Amazon said to be planning 3K stores,?",[0.05486465 0.20747924 0.7376562 ],neutral,-0.1526146
"U K  regulator warns on Sainsbury-Asda deal,?",[0.0587433  0.791043   0.15021372],negative,-0.7322997
"Walmart acquires Cornershop,?",[0.06446815 0.05329585 0.882236  ],neutral,0.011172291
"Nike included in Jet com revamp,?",[0.03447771 0.03495803 0.9305643 ],neutral,-0.0004803203
"Walmart's Jet com gets a makeover,?",[0.32838956 0.06431797 0.6072924 ],neutral,0.26407158
"Spotlight on Walmart in India,?",[0.05679857 0.07367063 0.8695308 ],neutral,-0.016872063
"Chain store sales impress again,?",[0.10157724 0.74446064 0.15396205],negative,-0.6428834
"Barclays confident on Walmart,?",[0.15813462 0.15296726 0.68889815],neutral,0.005167365
"Walmart prepping for holiday season,?",[0.04554735 0.29238233 0.6620703 ],neutral,-0.24683498
"""Amazon launching food sales in Mexico; shares hit $2,000 for first time"",?",[0.81069344 0.02312095 0.16618557],positive,0.7875725
"Walmart takes Handy partnership online,?",[0.20988342 0.03785727 0.7522594 ],neutral,0.17202616
"84% of companies dabbling in blockchain,?",[0.02898452 0.05727685 0.91373867],neutral,-0.028292324
"British regulator to probe Asda-Sainsbury deal,?",[0.04047462 0.5742159  0.3853095 ],negative,-0.5337413
"Retail heavyweights lead sector higher,?",[0.8233683  0.10477424 0.07185739],positive,0.7185941
"Signs of retail recovery continue,?",[0.86245745 0.02615196 0.11139049],positive,0.8363055
"Walmart looks to sidestep Trump tariffs,?",[0.39333272 0.07312965 0.5335376 ],neutral,0.32020307
"Walmart closes on Flipkart investment,?",[0.03812091 0.71405035 0.24782878],negative,-0.6759294
"""Consumer staples rally a defensive play against macro concerns, analysts say"",?",[0.5093414  0.19541204 0.2952465 ],positive,0.31392938
"Smashing earnings from Walmart lifts retail sector,?",[0.2860401  0.65997744 0.05398246],negative,-0.37393734
"U S  sales impress at Walmart,?",[0.04507372 0.6551523  0.29977396],negative,-0.6100786
"""Walmart beats by $0 07, beats on revenue"",?",[0.67597723 0.11147489 0.21254787],positive,0.56450236
"Walmart earnings preview,?",[0.0622043  0.43159315 0.5062026 ],neutral,-0.36938885
"Analysts weigh in on Lowe's renewing Synchrony credit pact,?",[0.56438136 0.21577913 0.21983956],positive,0.34860224
"Chain store sales start to impress,?",[0.6331694  0.2327173  0.13411328],positive,0.4004521
"Higher prices add to labor inflation pressure,?",[0.11869451 0.6352979  0.24600752],negative,-0.51660335
"""Walmart, JD com invest in Chinese online delivery"",?",[0.20154738 0.01077437 0.78767824],neutral,0.19077301
"Curbside pickup launched at Whole Foods,?",[0.03226494 0.06910679 0.8986282 ],neutral,-0.03684185
"Lawsuit claims Walmart stole produce technology,?",[0.01709166 0.90141505 0.08149324],negative,-0.8843234
"Walmart aims for Middle America with streaming service,?",[0.06186781 0.00565781 0.93247443],neutral,0.05621
"Sprint expanding into 700 Walmart stores,?",[0.25588682 0.01080003 0.73331314],neutral,0.2450868
"Synchrony slumps 10% after Walmart fails to renew credit card pact,?",[0.01271276 0.9745739  0.01271323],negative,-0.96186113
"Capital One said to have won Walmart card deal,?",[0.5931567  0.02830881 0.37853447],positive,0.5648479
"Super premium for Supervalu,?",[0.19213851 0.02304952 0.784812  ],neutral,0.16908899
"Walmart pushes into the baby business,?",[0.11639202 0.01127846 0.87232953],neutral,0.10511356
"Walmart streaming service a go: Variety,?",[0.03071784 0.12953547 0.83974665],neutral,-0.098817624
"""Walmart eyes challenging Netflix, Amazon in streaming"",?",[0.13282813 0.18702662 0.68014526],neutral,-0.05419849
"""Walmart, Microsoft deepen tech partnership"",?",[0.74902093 0.02224123 0.22873785],positive,0.7267797
"Analysts weigh in on Synchrony's risk of losing Walmart credit card pact,?",[0.02099414 0.9300227  0.04898304],negative,-0.9090286
"Walmart says not leaving Japan,?",[0.08602361 0.54958755 0.3643888 ],negative,-0.46356392
"Walmart credit card business up for bidding - report,?",[0.16598843 0.02559336 0.8084182 ],neutral,0.14039506
"Walmart looking to exit Japan,?",[0.03975102 0.4521842  0.5080648 ],neutral,-0.41243318
"Jet com to land grocery delivery service in NYC,?",[0.05951704 0.02935675 0.91112626],neutral,0.030160291
"Toy story: Amazon to publish holiday catalog,?",[0.02931248 0.03520225 0.9354853 ],neutral,-0.005889766
"Walmart political flap shows risk of online platforms,?",[0.04662687 0.7113013  0.24207176],negative,-0.66467446
"Walmart pulls anti-Trump clothing from website,?",[0.01346436 0.93507665 0.05145906],negative,-0.9216123
"U S  corporate bond market braces for flood of supply from M&amp;A wave: Bloomberg,?",[0.06960957 0.13547418 0.7949162 ],neutral,-0.06586461
"Spotlight on Whole Foods during Amazon Prime Day,?",[0.09470595 0.02201626 0.88327783],neutral,0.07268969
