sentence,logit,prediction,sentiment_score
"Big Tech dominates the S&amp;P 500,?",[0.05164221 0.02024401 0.9281138 ],neutral,0.031398207
"Apple not cooperating with FBI - AG Barr,?",[0.02386947 0.80201447 0.174116  ],negative,-0.778145
"Apple gets new Street-high target on 5G,?",[0.79748535 0.05025215 0.15226246],positive,0.7472332
"Apple aims to become 'closed-loop' manufacturer,?",[0.14947832 0.00840674 0.8421149 ],neutral,0.14107157
"Jefferies matches Street-high target for Apple,?",[0.15915239 0.04489292 0.7959547 ],neutral,0.11425947
"Apple iPhone sales in China score big jump,?",[0.8696117  0.05195212 0.07843625],positive,0.81765956
"Apple +1.4% after record year-end App Store sales,?",[0.47993505 0.48160264 0.03846225],negative,-0.001667589
"Wedbush expects Apple earnings to sizzle,?",[0.19184145 0.2613661  0.54679245],neutral,-0.069524646
"Services is king as Apple News hits 100M MAUs,?",[0.37327093 0.20397165 0.42275742],neutral,0.16929927
"Apple bull continues to see upsides across products,?",[0.73736966 0.10655059 0.15607972],positive,0.6308191
"Apple delaying some 5G iPhone launches - Susquehanna,?",[0.02120698 0.9083675  0.07042538],negative,-0.88716054
"Tim Cook took home $125M in 2019 but that's less than the prior year,?",[0.02626658 0.8820591  0.09167431],negative,-0.8557925
"Apple suing security vendor for trafficking goods,?",[0.01336229 0.9444995  0.04213825],negative,-0.9311372
"""Apple targets raised on iPhone, wearables strength"",?",[0.60187787 0.04589937 0.3522227 ],positive,0.5559785
"New all-time high as Apple tops $300,?",[0.50800866 0.11222243 0.3797689 ],positive,0.39578623
"HBO's Plepler signs five-year Apple deal,?",[0.42770663 0.0335777  0.53871566],neutral,0.39412892
"Tech gains after China eases monetary policy,?",[0.55019873 0.33237472 0.1174266 ],positive,0.21782401
"Apple makes new deal with Imagination Tech,?",[0.6215691  0.03534989 0.34308103],positive,0.5862192
"2019 leaders and laggards,?",[0.04704444 0.48457915 0.4683764 ],negative,-0.4375347
"""Apple, Microsoft top Dow 2019 standings; Walgreens wobbles to the bottom"",?",[0.03133077 0.8605796  0.10808964],negative,-0.82924885
"Hardware stocks underperformed in 2019,?",[0.11887726 0.85133344 0.02978937],negative,-0.7324562
"Citi sees Apple wearables strength in 2020,?",[0.73299503 0.03129919 0.23570578],positive,0.70169586
"Wedbush sees strengthening FAANG verticals in 2020,?",[0.92406493 0.01146837 0.06446671],positive,0.9125966
"Apple 'clear winner' ahead of 5G - Wedbush,?",[0.8165047  0.06903101 0.11446426],positive,0.7474737
"""JDI could sell plant to Apple, Sharp - Nikkei"",?",[0.14001852 0.0434701  0.8165114 ],neutral,0.09654842
"Wedbush raises Apple on 5G tailwind,?",[0.21496879 0.42043692 0.36459434],negative,-0.20546813
"Apple works on satellite-to-device tech,?",[0.02692081 0.02704734 0.9460318 ],neutral,-0.000126535
"Piper raises Apple on early 5G strength,?",[0.316638   0.29888356 0.38447842],neutral,0.017754436
"Bernstein sees big 2020 for Apple's AirPods,?",[0.3233655  0.03345374 0.6431808 ],neutral,0.28991178
"""Apple, Samsung phones pass FCC RF radiation test"",?",[0.3955895  0.04494725 0.55946326],neutral,0.35064226
"""Apple eyes James Bond, Pac-12 content"",?",[0.03653142 0.10782772 0.8556409 ],neutral,-0.071296304
"""Amazon, Google partner on smart home standard"",?",[0.04234127 0.02565756 0.9320012 ],neutral,0.01668371
"Stock buybacks jumped 6.3% in Q3,?",[0.92415726 0.02780365 0.04803908],positive,0.8963536
"China iPhone sales dropped in November - Rosenblatt,?",[0.00970389 0.97290313 0.017393  ],negative,-0.96319926
"Apple Arcade adds $50 yearly subscription,?",[0.12517837 0.03744939 0.8373723 ],neutral,0.08772898
"""Apple gains as Cleveland sees iPhone, wearables strength"",?",[0.88437134 0.04987634 0.06575225],positive,0.834495
"Apple tops holiday wish lists - Evercore,?",[0.15669878 0.07246835 0.7708329 ],neutral,0.08423043
"Apple Podcasts come to Amazon Echo,?",[0.02658726 0.04925076 0.924162  ],neutral,-0.022663504
"""Billboard adding Apple, YouTube plays to Hot 100"",?",[0.09852954 0.02907093 0.8723995 ],neutral,0.06945861
"5G iPhone will disappoint in 2020 - Munster,?",[0.03871573 0.8066323  0.15465198],negative,-0.76791656
"""Apple, semis gain on trade text deal"",?",[0.72603655 0.17030525 0.10365817],positive,0.5557313
"Apple buys Spectral Edge for photo tech,?",[0.12154353 0.01409788 0.8643586 ],neutral,0.10744564
"November iPhone sales dropped in China - Credit Suisse,?",[0.00893805 0.9773423  0.01371965],negative,-0.96840423
"5G iPhone won't have major price increase - analyst,?",[0.5646798  0.06318782 0.37213233],positive,0.50149196
"""Apple raised on holiday sales, 5G expectations"",?",[0.53267336 0.15371235 0.31361425],positive,0.37896103
"U.S. tech probes to complete next year - AG,?",[0.04913427 0.53841174 0.41245398],negative,-0.48927745
"""Max out Apple's Mac Pro for $52,599"",?",[0.12144846 0.02215276 0.8563988 ],neutral,0.09929569
"Apple's iPhone 11 seeing strong holiday demand,?",[0.86568516 0.03565964 0.09865519],positive,0.83002555
"Apple offers iPhone financing for Card holders,?",[0.03351156 0.01732372 0.94916475],neutral,0.016187843
"""Apple TV+ needs 'mega-hit' show, says bull"",?",[0.42826533 0.03582876 0.5359059 ],neutral,0.39243656
"Safari privacy features disrupt ad market,?",[0.01210227 0.9492363  0.03866144],negative,-0.937134
"Mac Pro goes on sale tomorrow,?",[0.03710232 0.0228479  0.9400498 ],neutral,0.014254415
"China Renaissance bullish on Apple,?",[0.07541817 0.7620646  0.16251719],negative,-0.6866464
"Apple on watch as tariff deadline approaches,?",[0.04489062 0.5471423  0.4079671 ],negative,-0.5022517
"Noted analyst expects five 2020 iPhone models,?",[0.03805802 0.02234551 0.9395964 ],neutral,0.01571251
"Citi lifts AAPL estimates on holiday demand,?",[0.22916712 0.54454273 0.22629015],negative,-0.31537563
"Apple's 5G iPhone 'top priority' - Qualcomm,?",[0.28357956 0.02050216 0.69591826],neutral,0.2630774
"Rare Apple bear sees declining iPhone retention,?",[0.0223597 0.948468  0.0291722],negative,-0.92610836
"U.K. set to introduce digital services tax,?",[0.07890837 0.07488786 0.8462038 ],neutral,0.004020512
"U.S. weighing $2.4B of tariffs in response to France's digital services tax,?",[0.19031513 0.5738593  0.23582563],negative,-0.38354415
"Apple still facing MacBook class action suit,?",[0.03061647 0.7702105  0.199173  ],negative,-0.73959404
"Apple making mini LED push in 2020 - analyst,?",[0.6223622  0.039038   0.33859977],positive,0.5833242
"JPMorgan raises iPhone sales estimates,?",[0.12961802 0.16889237 0.7014896 ],neutral,-0.03927435
"Apple AirPods had strong Black Friday sales - Wedbush,?",[0.8710853  0.03866128 0.09025341],positive,0.832424
"AirPods could face holiday shortage - Wedbush,?",[0.03856622 0.823224   0.13820972],negative,-0.7846578
"Larger iPhone coming in 2020,?",[0.1096255  0.03503687 0.8553377 ],neutral,0.07458863
"Apple doubling AirPods Pro production - report,?",[0.09846552 0.36617404 0.53536046],neutral,-0.2677085
"India confirms iPhone exports,?",[0.33802325 0.36815193 0.29382488],negative,-0.030128688
"Apple forecasts 100M+ 5G iPhone sales - report,?",[0.07265355 0.15939653 0.76794994],neutral,-0.086742975
"Apple delays theatrical debut of 'The Banker',?",[0.01720325 0.9293858  0.05341102],negative,-0.9121825
"VirnetX -22% as court tosses Apple award,?",[0.04148165 0.8719344  0.08658396],negative,-0.83045274
"Apple seeing strong AirPods Pro demand - Bloomberg,?",[0.7945294  0.03779373 0.16767682],positive,0.7567356
"Microsoft delays launch for AirPods competitor,?",[0.01553442 0.941278   0.04318762],negative,-0.9257436
"""Apple, Intel suel SoftBank unit for patent hoarding"",?",[0.03222691 0.61286193 0.3549111 ],negative,-0.580635
"Trump wants Apple's help building 5G infrastructure,?",[0.149034   0.01653874 0.83442724],neutral,0.13249525
"""Trump says China not 'stepping up' in talks, could exempt Apple from tariffs"",?",[0.12731312 0.16251191 0.710175  ],neutral,-0.035198793
"Apple Music expands into business offering - WSJ,?",[0.61567384 0.0178989  0.3664273 ],positive,0.5977749
"Apple breaks ground for Austin expansion,?",[0.52239877 0.0381872  0.43941408],positive,0.48421156
"House releases answers from Big Tech queries,?",[0.04246737 0.22335835 0.7341743 ],neutral,-0.18089098
"Qualcomm forecasts 5G handset shipments,?",[0.06301107 0.01971945 0.91726947],neutral,0.04329162
"Apple's iPhone 11 'massive' success - Wedbush,?",[0.55527115 0.04936286 0.395366  ],positive,0.5059083
"Apple announces Dec. 2 press event,?",[0.03222451 0.06024538 0.9075301 ],neutral,-0.02802087
"TikTok owner to launch music streaming - FT,?",[0.04482986 0.02207961 0.9330905 ],neutral,0.022750251
"""Trump, Apple's Cook visiting Texas facilities next week"",?",[0.05781005 0.02031011 0.9218799 ],neutral,0.037499934
"""Berkshire trims Well Fargo, buys Occidental Petroleum"",?",[0.04731345 0.01682671 0.93585986],neutral,0.030486746
"Piper raises Apple on iPhone upgrade rates,?",[0.3148965  0.1936077  0.49149576],neutral,0.12128879
"Apple News+ struggling for subscribers - CNBC,?",[0.0468248  0.41433862 0.5388366 ],neutral,-0.3675138
"Apple launches Research with three health studies,?",[0.22812082 0.0234434  0.74843585],neutral,0.20467742
"Apple planning subscription bundle - Bloomberg,?",[0.03016238 0.04830825 0.92152935],neutral,-0.018145878
"Apple gains rare bear on iPhone estimates,?",[0.39424294 0.49648955 0.1092675 ],negative,-0.10224661
"Goldman introducing shared Apple Card,?",[0.06002567 0.02364999 0.9163243 ],neutral,0.03637568
"Apple unveils 16-in MacBook Pro,?",[0.09446053 0.04664863 0.85889083],neutral,0.0478119
"Apple gains bull on 5G iPhone potential,?",[0.85667956 0.09544013 0.04788025],positive,0.7612394
"HBO's Plepler coming to Apple - WSJ,?",[0.03628404 0.08901687 0.87469906],neutral,-0.052732825
"KeyBanc checks show iPhone 11 improvement,?",[0.7890792  0.15759414 0.05332661],positive,0.63148504
"Streaming wars: Disney+ finally arrives,?",[0.2459373  0.05524243 0.6988203 ],neutral,0.19069487
"Apple's AR headset coming in 2022 - report,?",[0.05990365 0.04658665 0.89350975],neutral,0.013317
"Goldman faces 'sexist' probe over Apple Card,?",[0.0152605  0.9468263  0.03791323],negative,-0.93156576
"EU still focusing on Apple antitrust probes,?",[0.03807921 0.52231133 0.4396095 ],negative,-0.48423213
"Disney Plus set up to define Iger legacy,?",[0.04838012 0.00695355 0.9446664 ],neutral,0.041426565
"Apple publishes new details on privacy approach,?",[0.0368138  0.01347564 0.94971055],neutral,0.023338152
"Firm sees Sonos as Apple target; SONO +6%,?",[0.06182061 0.04103657 0.89714277],neutral,0.020784035
"BofA sees continuing outperformance for Apple,?",[0.3358791  0.6266043  0.03751662],negative,-0.29072523
"Apple commits $2.5B to California housing issues,?",[0.0699803  0.08005282 0.8499669 ],neutral,-0.010072522
"""Apple seeks tariff exclusions on Watch, AirPods"",?",[0.07187685 0.4496971  0.47842607],neutral,-0.37782025
"Apple Pay overtakes PayPal - Appleinsider,?",[0.07271312 0.11057447 0.8167124 ],neutral,-0.037861347
"Ad-supported Peacock streaming may come free - CNBC,?",[0.03111639 0.01867088 0.9502127 ],neutral,0.012445515
"Google acquires Fitbit for $7.35/share,?",[0.13552392 0.02745587 0.8370202 ],neutral,0.10806804
"Apple could receive French antitrust fine,?",[0.0216148  0.93146634 0.04691886],negative,-0.90985155
"""Apple targets lifted on iPhone, Services strength"",?",[0.7458755  0.06882151 0.18530305],positive,0.677054
"""Apple call: Best-selling iPhone 11, China improvement"",?",[0.48406598 0.04316409 0.47276998],positive,0.44090188
"""Apple +1.7% as iPhone, Wearables drive beats"",?",[0.56205624 0.24996568 0.18797806],positive,0.31209058
"Apple declares $0.77 dividend,?",[0.05602182 0.6645345  0.2794437 ],negative,-0.6085127
"""Apple EPS beats by $0.19, beats on revenue"",?",[0.19920847 0.09465791 0.70613366],neutral,0.10455056
"What to watch in Apple's Q4 report,?",[0.03632428 0.02279756 0.94087815],neutral,0.013526715
"Apple plans iPhone growth in 2020 - reports,?",[0.28109404 0.02722964 0.6916763 ],neutral,0.2538644
"Apple resumes human reviews of Siri audio,?",[0.03035144 0.06346826 0.9061803 ],neutral,-0.033116817
"""HBO Max prices at $14.99/month, same as HBO"",?",[0.09104761 0.03401883 0.87493354],neutral,0.057028774
"Apple Q4 2019 Earnings Preview,?",[0.0538181  0.29388717 0.6522947 ],neutral,-0.24006906
"EU antitrust officials focusing on Apple Pay,?",[0.02823431 0.70100516 0.27076048],negative,-0.67277086
"Apple releases AirPods Pro,?",[0.03009958 0.07655445 0.89334595],neutral,-0.04645487
"Fitbit jumps on report of Google acquisition talks (updated),?",[0.18491465 0.6000403  0.2150451 ],negative,-0.41512567
"Apple target boosted on iPhone optimism,?",[0.8254552  0.10009422 0.07445062],positive,0.725361
"Apple overhauling smart home efforts - Bloomberg,?",[0.11282294 0.14511761 0.74205947],neutral,-0.03229467
"Apple working on UAL terminal upgrade,?",[0.13577701 0.03208947 0.8321335 ],neutral,0.10368754
"HBO Max targets 80M subs by 2025; ad-supported option coming,?",[0.04351765 0.03078889 0.92569345],neutral,0.012728754
"XR led Q3 U.S. iPhone sales - report,?",[0.48318592 0.26331317 0.2535009 ],positive,0.21987274
"CNN readying digital news service that would pay publishers,?",[0.11937767 0.01822723 0.8623951 ],neutral,0.10115044
"Morgan Stanley sets Street-high target for Apple,?",[0.14576085 0.08340784 0.7708313 ],neutral,0.062353007
"Tech breakups still on table - antitrust chief,?",[0.03767539 0.40333253 0.5589921 ],neutral,-0.36565715
"KeyBanc outlines Apple risks ahead of earnings,?",[0.05298889 0.33688417 0.6101269 ],neutral,-0.28389528
"Apple making iPhone XR in India - WSJ,?",[0.04858712 0.13034001 0.82107294],neutral,-0.08175288
"Apple gets new Street-high target,?",[0.6431266  0.06421816 0.29265526],positive,0.57890844
"Apple AirPods Pro coming soon,?",[0.07785103 0.07321824 0.8489307 ],neutral,0.004632793
"Barclays lifts Apple PT on iPhone 11,?",[0.33949956 0.36835897 0.29214144],negative,-0.028859407
"""Majority of iPhones from past four years run iOS 13, Apple says"",?",[0.03163002 0.04124615 0.92712384],neutral,-0.009616133
"Netflix says competition's OK in a growing streaming pie,?",[0.67805654 0.0249025  0.297041  ],positive,0.653154
"EU looking into Apple Pay antitrust concerns - report,?",[0.0528619  0.24073456 0.70640355],neutral,-0.18787266
"""Roku +3.2% as Apple TV app, Apple TV Plus joining platform"",?",[0.16142966 0.02471415 0.8138562 ],neutral,0.13671552
"Apple denies sending URLS to Tencent,?",[0.02186415 0.7928758  0.18526001],negative,-0.77101165
"Credit Suisse more confident on iPhone demand,?",[0.8514288  0.04469325 0.10387792],positive,0.8067356
"Noted Apple analyst names next growth driver,?",[0.38352165 0.04956328 0.56691504],neutral,0.33395836
"""Apple hits new all-time high, up 60% from January low, as outlook brightens"",?",[0.9479024  0.0251284  0.02696916],positive,0.92277396
"Wedbush boosts Apple on 100M sub target for TV Plus,?",[0.8417988  0.08224071 0.07596055],positive,0.7595581
"Apple pulls Hong Kong police tracking app,?",[0.05141006 0.13510883 0.8134811 ],neutral,-0.08369877
"Google in test production of 5G phone - Nikkei,?",[0.18632537 0.21614976 0.5975249 ],neutral,-0.029824391
"""Apple gains after price target boost, new product expectations"",?",[0.88722587 0.03142338 0.08135074],positive,0.8558025
"Music execs wary of Apple pricing approach - FT,?",[0.03120931 0.81974596 0.14904468],negative,-0.78853667
"Wedbush sizes up regulatory pressure on Apple,?",[0.1326862  0.51804584 0.34926796],negative,-0.38535964
"Apple gets PT boost at Nomura,?",[0.76792926 0.13982457 0.0922462 ],positive,0.6281047
"Apple acquired 3D animation company,?",[0.08008052 0.01161018 0.90830934],neutral,0.06847034
"""Apple should beat soft expectations, says bull"",?",[0.8397004  0.02857358 0.13172606],positive,0.8111268
"Apple orders 10% boost to iPhone 11 production - Nikkei,?",[0.86355424 0.10280179 0.03364397],positive,0.76075244
"""Loop sees good iPhone demand, low ASPs"",?",[0.7674398  0.04874947 0.1838107 ],positive,0.71869034
"Apple easing third-party app restrictions,?",[0.43256947 0.08985476 0.47757578],neutral,0.34271473
"Analysts see soft iPhone 11 demand,?",[0.24652371 0.37700135 0.37647492],negative,-0.13047764
"""Apple's mini LED switch benefits LG, says analyst"",?",[0.39954466 0.02264266 0.5778127 ],neutral,0.37690198
"Apple's 2020 iPhone could drive growth - JPMorgan,?",[0.8026404  0.01785347 0.17950621],positive,0.78478694
"Apple hires AstraZeneca exec,?",[0.05448917 0.2136286  0.7318822 ],neutral,-0.15913942
"Google to preinstall YouTube Music on newer Android devices,?",[0.03493102 0.03793967 0.9271293 ],neutral,-0.003008645
"Apple bringing original films to theaters - WSJ,?",[0.13461076 0.01163012 0.85375905],neutral,0.12298063
"Apple iPhone 11 seeing 'decent' demand - UBS,?",[0.8721845  0.0484723  0.07934318],positive,0.8237122
"Top analyst questions Apple's valuation,?",[0.06347718 0.11147996 0.8250429 ],neutral,-0.04800278
"""Amazon launches new Echos, Studio, and Buds"",?",[0.14943022 0.00681276 0.84375703],neutral,0.14261745
"Apple iPad shipments start tomorrow,?",[0.03711918 0.04794104 0.91493976],neutral,-0.010821857
"Big court rulings out of Europe (updated),?",[0.06545512 0.29730877 0.6372361 ],neutral,-0.23185365
"Mac Pro production staying in US,?",[0.06889981 0.2330577  0.6980425 ],neutral,-0.16415788
"Google launches Play Pass to rival Apple Arcade,?",[0.6016931  0.06139985 0.33690697],positive,0.5402932
"Apple gets tariff exclusion on some Mac Pro parts - Bloomberg,?",[0.32182452 0.04308413 0.63509136],neutral,0.2787404
"Apple's iPhone 11 goes on sale,?",[0.10457873 0.01810517 0.8773161 ],neutral,0.08647356
"What to expect as iOS 13 gets released,?",[0.04711317 0.01292682 0.93996   ],neutral,0.034186356
"Apple losing VP of communications,?",[0.03765268 0.23502015 0.7273272 ],neutral,-0.19736746
"Apple continues EU tax appeal,?",[0.30491266 0.0504167  0.64467067],neutral,0.25449595
"Apple iPhone 11 pre-orders show strength,?",[0.87320554 0.07220977 0.0545847 ],positive,0.80099577
"Apple fund invests $250M in Corning,?",[0.04690942 0.00703875 0.9460519 ],neutral,0.039870672
"EU tax order 'defies common sense' - Apple,?",[0.04563542 0.7362961  0.21806839],negative,-0.6906607
"Apple in court over Irish tax bill,?",[0.02141786 0.92503923 0.05354293],negative,-0.9036214
"Disney's Iger leaves Apple board,?",[0.03753827 0.71214354 0.25031826],negative,-0.67460525
"Apple denies Goldman's TV+ claims,?",[0.05030866 0.72915864 0.22053269],negative,-0.67885
"Apple bear sees weak iPhone 11 demand,?",[0.02275809 0.92702395 0.05021802],negative,-0.9042659
"Abrams spurned Apple for less money with Warner - report,?",[0.02605368 0.8988317  0.07511447],negative,-0.87277806
"Goldman cuts Apple on TV+ trial,?",[0.0198755  0.930969   0.04915549],negative,-0.9110935
"Analysts praise Apple TV+ pricing,?",[0.89645576 0.03360843 0.06993579],positive,0.8628473
"New iPhones sees tepid response in Asia,?",[0.02814228 0.9217412  0.05011659],negative,-0.8935989
"""Apple launches iPhone 11, Pro, and Pro Max"",?",[0.09044939 0.00852747 0.9010231 ],neutral,0.08192192
"New iPhones won't have two-way charging - analyst,?",[0.03908279 0.07409265 0.88682455],neutral,-0.03500986
"Apple bear cuts target on cycle weakness,?",[0.09499185 0.78522766 0.1197806 ],negative,-0.6902358
"What to expect at Apple's fall event,?",[0.05169877 0.04960965 0.89869153],neutral,0.002089117
"Apple changes App Store amid antitrust scrutiny,?",[0.02465673 0.8424883  0.13285492],negative,-0.8178316
"Apple broke Chinese labor laws,?",[0.02474718 0.90924066 0.06601218],negative,-0.88449347
"Q4 App Store growth outperforming - Morgan Stanley,?",[0.02475346 0.95322686 0.02201963],negative,-0.9284734
"Piper survey shows strong 5G iPhone interest,?",[0.81742865 0.02839541 0.15417597],positive,0.78903323
"Apple testing in-display fingerprint ID - Bloomberg,?",[0.03502077 0.15903854 0.8059407 ],neutral,-0.124017775
"Apple returns to bond market (update),?",[0.34728897 0.07383476 0.5788763 ],neutral,0.2734542
"Apple planning new iPhone SE - Nikkei,?",[0.05358029 0.17599544 0.77042425],neutral,-0.12241515
"Apple EPS could take $0.20+ tariff hit - Longbow,?",[0.07260334 0.622247   0.30514967],negative,-0.54964364
"Google researchers found mass iPhone hack attempt,?",[0.0187767  0.92253345 0.05868981],negative,-0.90375674
"""Apple sets Sept. 10 event, likely for new iPhones"",?",[0.05137248 0.01968065 0.9289469 ],neutral,0.031691838
"Apple expands independent repair program,?",[0.4618513  0.04359752 0.49455112],neutral,0.41825378
"Nomura cuts Apple estimate on iPhone uncertainty,?",[0.02950437 0.89120257 0.07929309],negative,-0.8616982
"Apple suppliers still rely on China - Reuters,?",[0.05225528 0.16319604 0.7845487 ],neutral,-0.11094076
"Apple starting online sales in India - Bloomberg,?",[0.1639987  0.02055639 0.8154449 ],neutral,0.1434423
"Apple suspends Siri-listening contractors,?",[0.01878511 0.9228438  0.05837104],negative,-0.9040587
"Apple shelves 'Walkie-Talkie' phone project - report,?",[0.03211221 0.07792065 0.88996714],neutral,-0.04580844
"""Apple's ability to navigate tariffs underappreciated, J.P. Morgan analyst says"",?",[0.02343565 0.94743323 0.02913108],negative,-0.9239976
"""Apple, chip stocks take a beating after China tariffs, Trump tough talk"",?",[0.07556924 0.7108492  0.21358149],negative,-0.63528
"LG Display starts OLED production for iPhone,?",[0.2376132  0.04843642 0.7139504 ],neutral,0.18917678
"Apple launching Pro iPhones this fall - Bloomberg,?",[0.09413514 0.01689896 0.88896596],neutral,0.077236176
"Apple Card not a threat to competitors - analysts,?",[0.0526674 0.3677375 0.5795951],neutral,-0.3150701
"Apple needs millions of TV+ subs - Cowen,?",[0.03333665 0.03869484 0.9279685 ],neutral,-0.005358189
"Justice Department assisting state AG tech probe,?",[0.02729446 0.746864   0.22584148],negative,-0.71956956
"""Apple's health team faces tension, exits - CNBC"",?",[0.04594252 0.69101906 0.26303846],negative,-0.6450765
"Apple Card launches for U.S. customers,?",[0.03170159 0.0502732  0.91802526],neutral,-0.018571608
"""Apple TV Plus targets $9.99 price, November launch - Bloomberg"",?",[0.03364203 0.05496427 0.9113937 ],neutral,-0.021322235
"Apple's streaming spending races past $6B - FT,?",[0.5987468  0.25393516 0.14731807],positive,0.34481162
"State AGs ready their own tech antitrust probe - WSJ,?",[0.03928599 0.2347066  0.72600746],neutral,-0.19542061
"Microsoft hires former Siri boss - The Information,?",[0.0358644  0.38319713 0.58093846],neutral,-0.34733272
"Apple Arcade will cost $5 per month,?",[0.04517125 0.03148195 0.9233469 ],neutral,0.013689294
"Apple CEO makes 'good case' against tariffs - Trump,?",[0.21182902 0.18732467 0.60084635],neutral,0.024504349
"""Apple's privacy rules stifle competition, say developers"",?",[0.04511091 0.19472407 0.76016504],neutral,-0.14961316
"Apple's EU tax bill appeal starts soon,?",[0.10684323 0.02829879 0.864858  ],neutral,0.07854444
"Apple bull touts wearables growth driver,?",[0.25083604 0.0447884  0.7043755 ],neutral,0.20604765
"JPMorgan sees tariffs hurting S&amp;P 500 earnings in 2020,?",[0.01173057 0.9654148  0.02285469],negative,-0.9536843
"Apple updates U.S. job footprint,?",[0.05167717 0.7330474  0.21527539],negative,-0.68137026
"""Tariff delay mutes Apple impact, says BofAML"",?",[0.08028506 0.53588223 0.38383275],negative,-0.45559716
"""AirPods, Apple Watch won't get tariff extension"",?",[0.31525266 0.21506356 0.4696838 ],neutral,0.100189105
"""Spotify, Apple nearing Siri truce"",?",[0.29586244 0.28881475 0.41532287],neutral,0.007047683
"""Semis, Apple gain on tariff news"",?",[0.31208852 0.52259415 0.16531733],negative,-0.21050563
"Apple loses ground to Samsung in Europe,?",[0.03013562 0.9415436  0.02832078],negative,-0.91140795
"Facebook testing resale of subscription VOD,?",[0.1036993  0.01716912 0.8791316 ],neutral,0.08653017
"Apple probed for unfair competition in Russia,?",[0.02341196 0.8952399  0.08134815],negative,-0.8718279
"Bull outlines Apple's reacceleration in July,?",[0.04403807 0.1841661  0.7717958 ],neutral,-0.14012803
"Apple's Cards soft launch; subsidiary rebrands,?",[0.04751315 0.03997654 0.91251034],neutral,0.007536605
"Apple probed over pressure on parts makers - Mainichi,?",[0.01915063 0.938149   0.04270044],negative,-0.91899836
"Apple can absorb tariff costs - top analyst,?",[0.5553516  0.02067372 0.42397472],positive,0.53467786
"""Apple, semis slide as trade war weakens yuan"",?",[0.01425507 0.96049905 0.0252459 ],negative,-0.946244
"Apple Card won't allow crypto purchases,?",[0.03026216 0.12517072 0.8445671 ],neutral,-0.094908565
"FTC investigating Apple-Amazon deal's seller impact - report,?",[0.05166672 0.34538314 0.60295016],neutral,-0.29371643
"""Greater transparency practices for Siri, Assistant"",?",[0.469551   0.02913012 0.5013189 ],neutral,0.44042087
"Analysts lift Apple targets after earnings,?",[0.30469933 0.32757634 0.36772433],neutral,-0.022877008
"Big Tech partners with healthcare giants,?",[0.05021277 0.07090702 0.87888014],neutral,-0.020694245
"Apple net cash totals $102B; keeping Mac Pro in U.S.,?",[0.16619173 0.07635976 0.75744855],neutral,0.08983197
"""Apple +2.8% on Q3 beats, upside revenue view"",?",[0.34217983 0.44398504 0.21383509],negative,-0.10180521
"Apple declares $0.77 dividend,?",[0.05602182 0.6645345  0.27944368],negative,-0.6085127
"""Apple EPS beats by $0.08, beats on revenue"",?",[0.24095918 0.10899653 0.65004426],neutral,0.13196266
"What the Street expects from Apple's Q3,?",[0.06483405 0.02785719 0.9073087 ],neutral,0.036976866
"Apple hires former Valve VR engineer,?",[0.16188434 0.19773734 0.6403783 ],neutral,-0.035853
"""Pixel 4 gesture controls, Apple laser sensors"",?",[0.02896412 0.05507096 0.9159649 ],neutral,-0.026106838
"Apple Q3 Earnings Preview,?",[0.04744219 0.27916896 0.67338884],neutral,-0.23172677
"Apple offering three 5G iPhones in 2020 - analyst,?",[0.06909423 0.0142469  0.91665894],neutral,0.05484733
"Trump wants Apple to build U.S. plants,?",[0.06623632 0.02404117 0.90972257],neutral,0.04219515
"Siri sends sensitive recordings to subcontractors - report,?",[0.02774369 0.11879281 0.8534635 ],neutral,-0.09104912
"""No tariff waivers for Apple, tweets Trump"",?",[0.0698754 0.3505505 0.5795741],neutral,-0.2806751
"""Intel +6% on Apple's $1B purchase, raised FY view"",?",[0.90871596 0.0425847  0.04869938],positive,0.86613125
"Suppliers expecting 75M iPhones in H2 - Bloomberg,?",[0.06031768 0.09679626 0.8428861 ],neutral,-0.036478583
"Evercore inches Apple higher before earnings,?",[0.48518854 0.41547704 0.0993344 ],positive,0.06971151
Justice Dept.,[0.06298802 0.09366813 0.84334385],neutral,-0.030680105
"App Store appears to favor Apple - WSJ,?",[0.24106112 0.10650437 0.6524345 ],neutral,0.13455676
"Apple wants Mac Pro tariff exclusion,?",[0.03549302 0.04724209 0.91726494],neutral,-0.01174907
"""Apple, Intel in advanced talks over modem business - WSJ"",?",[0.10234206 0.03649468 0.8611633 ],neutral,0.06584738
"Apple hires Tesla car interior engineer,?",[0.09799063 0.07251743 0.8294919 ],neutral,0.0254732
"""Look for ROE growth when market treads water, Goldman says."",?",[0.5224591 0.0169004 0.4606405],positive,0.50555867
"Bull boosts Apple on Services acceleration,?",[0.8313084  0.10296718 0.06572438],positive,0.7283412
"Apple grew Q3 app sales - BofAML,?",[0.49038127 0.15656653 0.35305217],positive,0.33381474
"Raymond James leaves Apple sidelines on 5G confidence,?",[0.10607435 0.5638373  0.33008835],negative,-0.45776296
"Apple production testing AirPods in Vietnam - NAR,?",[0.04245195 0.5020132  0.45553488],negative,-0.45956126
"Spotify slides on Apple's podcast plans - report,?",[0.02998555 0.0558077  0.9142068 ],neutral,-0.025822148
"Big Tech under fire on Capitol Hill,?",[0.05465054 0.39407426 0.5512752 ],neutral,-0.33942372
