sentence,logit,prediction,sentiment_score
"""Buffett: Stocks not expensive, cryptos headed for """"bad ending"""""",?",[0.04550092 0.7015715  0.2529276 ],negative,-0.6560706
"""Berkshire boosts board size, adding Abel and Jain"",?",[0.88968426 0.01081773 0.099498  ],positive,0.87886655
"Berkshire Hathaway tops $300K per share,?",[0.26080546 0.19046016 0.54873437],neutral,0.0703453
"Property-casualty insurers score win with tax bill,?",[0.70825154 0.13321178 0.15853661],positive,0.57503974
"Abel looking more likely as next Berkshire head,?",[0.08070956 0.03004373 0.8892467 ],neutral,0.05066583
"Berkshire's Fruit of the Loom gets into subscription action,?",[0.0659176  0.12563469 0.8084477 ],neutral,-0.05971708
"BYD expects huge sales growth amid EV boom,?",[0.90655565 0.01182981 0.0816146 ],positive,0.89472586
"""Berkshire adds to position in Apple, cuts back on IBM"",?",[0.10950316 0.6916727  0.19882414],negative,-0.58216953
"""Hurricanes, earthquake weigh on Berkshire Hathaway earnings"",?",[0.03384543 0.7862288  0.17992587],negative,-0.75238335
"Berkshire Hathaway reports Q3 results,?",[0.03314688 0.12350511 0.843348  ],neutral,-0.09035823
"Berkshire's underwriting profit streak may be over,?",[0.04888197 0.6251732  0.3259448 ],negative,-0.57629126
"Feds probing Wells Fargo over forex trading - WSJ,?",[0.02665201 0.83509445 0.13825352],negative,-0.8084424
"Buffett not worried about driverless trucks,?",[0.05582278 0.11312182 0.83105534],neutral,-0.057299033
"Berkshire to invest in Pilot Flying J,?",[0.05624857 0.00882828 0.9349231 ],neutral,0.047420286
"Tax plan could mean windfall for Berkshire - Barclays,?",[0.05675513 0.26881605 0.6744288 ],neutral,-0.21206093
"Hurricane Maria insured loss up to $85B,?",[0.01704237 0.95097417 0.03198345],negative,-0.93393177
"Geico hit worse by Harvey than Irma - Buffett,?",[0.01481044 0.96107537 0.0241142 ],negative,-0.9462649
"Hurricane Maria barrels toward Puerto Rico,?",[0.02746839 0.8680022  0.10452944],negative,-0.8405338
"Three storms raging in the Atlantic,?",[0.04236832 0.6233414  0.33429027],negative,-0.5809731
"U K  operator takes aim at 6% real estate commissions to the U S ,?",[0.30231002 0.01665033 0.6810397 ],neutral,0.2856597
"Berkshire Hathaway adds a sell-side fan,?",[0.10045885 0.07184847 0.82769275],neutral,0.028610379
"""First reinsurer warning on Harvey, Irma"",?",[0.07762981 0.5302473  0.39212292],negative,-0.45261747
"Home Capital Group rejects Berkshire plan; shares jump 2%,?",[0.59183776 0.3115107  0.09665149],positive,0.28032705
"Hurricane Irma pushes through Florida,?",[0.03509378 0.730819   0.23408726],negative,-0.6957252
"Hurricane Irma slams into Florida,?",[0.02635955 0.8273624  0.14627801],negative,-0.80100286
"Bounce in insurers was short-lived; Berkshire down 2%,?",[0.01087749 0.9753963  0.01372614],negative,-0.9645188
"Auto insurer losses from Harvey of nearly $5B - KBW,?",[0.0137116  0.9660813  0.02020696],negative,-0.95236975
