sentence,logit,prediction,sentiment_score
"Jefferies names potential tech winners amid outbreak,?",[0.1518654  0.05307724 0.79505736],neutral,0.09878815
"Amazon bidding on four NYC-area Fairway stores - report,?",[0.04089335 0.10432518 0.85478145],neutral,-0.06343183
"Amazon pauses Pantry deliveries,?",[0.03420186 0.689198   0.27660006],negative,-0.65499616
"JPMorgan names its favorite stay-at-home picks,?",[0.03678392 0.02571027 0.93750584],neutral,0.011073655
"Amazon asks customers to cooperate with DOJ probe,?",[0.11761353 0.09658743 0.785799  ],neutral,0.021026105
"Amazon confirms first COVID-19 case at U S  warehouse,?",[0.08062989 0.37974125 0.53962886],neutral,-0.29911137
"Screen-based industry reaps audience surge - for now,?",[0.7799338  0.04657654 0.17348963],positive,0.73335725
"Analyst raises Amazon estimate on increasing demand,?",[0.3721574  0.46485963 0.16298293],negative,-0.09270224
"'Clear winner' Walmart moves to 52-week high,?",[0.859743   0.05615542 0.08410154],positive,0.80358756
"Everyone-must-eat rally takes hold,?",[0.13648632 0.3628201  0.50069356],neutral,-0.22633377
"Amazon suspends non-essential shipments to warehouses - report,?",[0.01356075 0.93358046 0.05285878],negative,-0.9200197
"""Amazon, Facebook called 'best ideas' amid outbreak"",?",[0.2776266  0.06898829 0.65338516],neutral,0.20863831
"Amazon hiring 100K workers to deal with demand rush,?",[0.09719546 0.7535946  0.14920999],negative,-0.65639913
"Amazon running out of some household items,?",[0.01363265 0.939287   0.04708036],negative,-0.92565435
"Amazon wants to sell Go tech to Walmart,?",[0.03455425 0.01579147 0.9496543 ],neutral,0.018762786
"Grocers are struggling to keep up with demand - WSJ,?",[0.01594857 0.9540863  0.02996507],negative,-0.9381377
"""Amazon, T-Mobile get age-discrimination suit tossed - Bloomberg"",?",[0.04066911 0.6840871  0.27524382],negative,-0.643418
"Wedbush sees Pentagon splitting JEDI contract,?",[0.0860475 0.6305909 0.2833616],negative,-0.5445434
"Amazon tells all employees to WFH (if they can),?",[0.03867395 0.2577417  0.7035844 ],neutral,-0.21906774
"Pentagon asks to reconsider JEDI decision,?",[0.08185426 0.2637193  0.6544264 ],neutral,-0.18186504
"Amazon buying former Lord &amp; Taylor for NYC HQ - report,?",[0.03842963 0.16726616 0.79430413],neutral,-0.12883653
"Alexa-powered shopping comes to India,?",[0.07712279 0.08116857 0.84170866],neutral,-0.004045785
"""Big tech more resilient, and Facebook has least downside - MKM"",?",[0.2953145  0.33600372 0.36868176],neutral,-0.04068923
"Crushing day for retail as coronavirus reality sets in,?",[0.06861405 0.60351    0.32787588],negative,-0.53489596
"Amazon employees get two-weeks pay for coronavirus,?",[0.02768245 0.8519601  0.12035747],negative,-0.8242777
"""Ring announces new Doorbell 3, Chime products"",?",[0.06493113 0.02629557 0.90877324],neutral,0.038635567
"""Square takeover is likely 'tabled for now,' Bernstein says"",?",[0.0674248  0.02697301 0.90560216],neutral,0.040451795
"Amazon's cashierless tech coming to Newark airport,?",[0.10106457 0.14276083 0.7561746 ],neutral,-0.041696258
"Baird finds good rebounders among FANGs,?",[0.7026307  0.05560008 0.2417693 ],positive,0.6470306
"Jefferies calls out 11 opportunities amid sell-off,?",[0.25223064 0.06724311 0.6805262 ],neutral,0.18498753
"Amazon target raised on international growth potential,?",[0.6289788  0.02299531 0.348026  ],positive,0.6059835
"Alibaba's delivery teams return to pre-outbreak levels,?",[0.7518496  0.08956065 0.15858972],positive,0.66228896
"""Google, Amazon tell more workers to stay home"",?",[0.04751724 0.65009356 0.30238917],negative,-0.6025763
"""Comcast, Viacom, Disney set new golf distribution deal"",?",[0.05493347 0.00966795 0.93539864],neutral,0.045265518
"Amazon selling its Just Walk Out technology,?",[0.03678911 0.07423701 0.88897383],neutral,-0.037447903
"Amazon outlines new coronavirus work policy,?",[0.18689212 0.01168143 0.8014264 ],neutral,0.17521068
"Some good news for Amazon's JEDI challenge,?",[0.4989446  0.02563099 0.47542444],positive,0.47331363
"Amazon wants to cure common cold - CNBC,?",[0.13439074 0.02615493 0.8394543 ],neutral,0.10823581
"Retail execs don't sound alarmed,?",[0.05194731 0.44142845 0.5066243 ],neutral,-0.38948116
"""Amazon, Walmart fight virus-related price gouging"",?",[0.2850915  0.14770864 0.5671999 ],neutral,0.13738285
"'Like trying to stop air' - latest coronavirus updates here,?",[0.04052746 0.4255993  0.5338732 ],neutral,-0.38507184
"Amazon employee in Seattle tests positive for coronavirus,?",[0.01758439 0.90685457 0.07556098],negative,-0.8892702
"Amazon cuts third-party fulfillment fees - Business Insider,?",[0.03279126 0.9055848  0.0616239 ],negative,-0.87279356
"Amazon adds mini centers to speed deliveries,?",[0.5235083  0.03190718 0.44458455],positive,0.49160114
"""Azure, AWS could benefit from coronavirus - Blueshift"",?",[0.41664287 0.01685107 0.566506  ],neutral,0.3997918
"Amazon deliveries delayed by coronavirus-related demand,?",[0.01120765 0.96484196 0.02395044],negative,-0.9536343
"Amazon looks to speed up same-day delivery,?",[0.7422551  0.01144253 0.24630234],positive,0.73081255
"AWS doubling sales staff - The Information,?",[0.03195874 0.1085984  0.85944283],neutral,-0.07663966
"Amazon restricting travel in new virus measure,?",[0.07329069 0.36541525 0.5612941 ],neutral,-0.29212457
"Edward Jones joins bull party on Amazon,?",[0.09676848 0.08605234 0.81717914],neutral,0.010716133
"MKM's 'stay at home' stocks built for virus times,?",[0.09410916 0.03577134 0.8701195 ],neutral,0.05833781
"""The """"Fab 5"""" mega-stocks will be painful to investors during the coming decade"",?",[0.05259309 0.41472873 0.5326782 ],neutral,-0.36213565
"Surge in streaming lifts recorded-music sales,?",[0.8792015  0.03715723 0.08364139],positive,0.84204423
"Debut of Walmart Fulfillment Services,?",[0.13532656 0.01199476 0.8526787 ],neutral,0.12333181
"Amazon Go Grocery opens in Seattle,?",[0.04746486 0.05743163 0.8951036 ],neutral,-0.009966772
"""Morgan Stanley sees $3,000 bull case for e-commerce giant"",?",[0.12649773 0.06619439 0.80730784],neutral,0.060303345
"Amazon Care launches in Seattle,?",[0.0428831  0.03265923 0.9244576 ],neutral,0.010223866
"Brussels proposes new digital strategy,?",[0.1359484  0.01021634 0.8538353 ],neutral,0.12573206
"""Amazon, Flipkart push back against Indian e-commerce tax"",?",[0.48949152 0.17752008 0.33298838],positive,0.31197143
"""Loeb's Third Point picks up stakes in Amazon, Ferrari, Ameritrade"",?",[0.38118586 0.02754938 0.5912648 ],neutral,0.35363647
"Amazon topped Q4 smart speaker market,?",[0.7963108  0.03403931 0.16964987],positive,0.76227146
"Judge pauses Microsoft's JEDI contract,?",[0.02891238 0.8754529  0.09563477],negative,-0.8465405
"Dish partner plans were key to Sprint/T-Mobile OK - report,?",[0.08915265 0.01429105 0.8965564 ],neutral,0.07486159
"Amazon stockpiling China-made products - Business Insider,?",[0.03146463 0.05906885 0.9094665 ],neutral,-0.027604222
"Amazon hires Sony Pictures Television chairman,?",[0.03608889 0.13112456 0.83278656],neutral,-0.095035665
"Amazon wants to depose Trump in JEDI challenge,?",[0.03965027 0.2154768  0.7448729 ],neutral,-0.17582652
"Amazon puts NBCU ex in key video PR role - report,?",[0.03611513 0.04307911 0.9208058 ],neutral,-0.00696398
"Amazon could sell Twitch streaming tech - The Information,?",[0.05540334 0.00744871 0.9371479 ],neutral,0.047954623
"""Amazon creating 15,000 jobs in Seattle suburb"",?",[0.23212406 0.16686542 0.6010105 ],neutral,0.06525864
"Amazon target raised on long runway,?",[0.2311202  0.10694525 0.66193455],neutral,0.12417495
"Bezos sells $1 8B worth of Amazon stock,?",[0.0513103  0.05373295 0.89495677],neutral,-0.002422649
"""Goldman recommends big tech, dismisses signs of bubble"",?",[0.05737205 0.11403898 0.82858896],neutral,-0.05666693
"""Goldman, Amazon in talks to offer small business loans - FT"",?",[0.07999599 0.01248037 0.9075237 ],neutral,0.06751562
"Bulls raise Amazon targets on grocery strength,?",[0.7584949  0.08581492 0.1556901 ],positive,0.67268
"""Amazon has $3,200 bull case after earnings - RBC"",?",[0.04192849 0.11772064 0.8403509 ],neutral,-0.07579215
"Amazon +9 8% after Q4 smashes expectations,?",[0.18556069 0.7660298  0.04840963],negative,-0.5804691
"""Amazon EPS beats by $2 51, beats on revenue"",?",[0.15671319 0.04739035 0.7958965 ],neutral,0.109322846
"What to watch in Amazon's Q4 report,?",[0.03022945 0.02233411 0.94743645],neutral,0.007895347
"Amazon Q4 2019 Earnings Preview,?",[0.06083947 0.27754846 0.66161203],neutral,-0.21670899
"""Amazon, Deliveroo argue against UK antitrust probe"",?",[0.13002677 0.51949006 0.35048318],negative,-0.3894633
"MacKenzie Bezos reduces Amazon stake by $400M,?",[0.04723167 0.80672157 0.14604682],negative,-0.7594899
"""Amazon, Deliveroo refute CMA inquiry"",?",[0.04393802 0.11410005 0.8419619 ],neutral,-0.070162036
"EU court sets dates for Amazon's tax fight,?",[0.03434294 0.5806814  0.38497564],negative,-0.54633844
"Benchmark raises Amazon on one-day shipping,?",[0.07740144 0.20123239 0.7213661 ],neutral,-0.12383095
"Rivian looks to crash EV party,?",[0.05688305 0.18001954 0.7630974 ],neutral,-0.12313649
"Citi sees M&amp;A potential in apparel,?",[0.07614047 0.00532763 0.9185319 ],neutral,0.070812844
"Effort to crack down on e-commerce fakes,?",[0.05410825 0.2656603  0.6802315 ],neutral,-0.21155202
"Amazon asks court to pause work on JEDI,?",[0.02939833 0.719873   0.25072867],negative,-0.6904747
"FBI investigating Bezos phone hack - WSJ,?",[0.02921147 0.7263349  0.24445361],negative,-0.69712347
"Amazon Music passes 55M customers,?",[0.07875364 0.03229736 0.888949  ],neutral,0.046456285
"UN calls for investigation into Bezos phone hack,?",[0.03874823 0.7182927  0.24295902],negative,-0.6795445
"Amazon CEO's phone hacked by Saudi crown prince,?",[0.02283171 0.88654053 0.09062769],negative,-0.8637088
"Amazon files international trademarks for Pharmacy,?",[0.02464691 0.04024075 0.9351123 ],neutral,-0.015593832
"""Amazon's paying by palm still has a lot of questions, KBW says"",?",[0.04406257 0.14406575 0.81187165],neutral,-0.10000318
"""France, U S  declare digital tax truce"",?",[0.05668081 0.23302837 0.7102908 ],neutral,-0.17634755
"Digital tax in the spotlight this week,?",[0.08089677 0.29106748 0.6280357 ],neutral,-0.21017072
"Amazon Palm - Pay with your hand,?",[0.03871848 0.05852367 0.9027578 ],neutral,-0.01980519
"""NBCU's Peacock launches with free, $4 99, $9 99 tiers"",?",[0.10366266 0.00711046 0.88922685],neutral,0.0965522
"Comcast set to unveil details on Peacock streaming,?",[0.03024153 0.02887584 0.94088256],neutral,0.001365699
"Amazon target raised on one-day shipping,?",[0.5042701  0.14199394 0.35373598],positive,0.36227614
"Bezos meeting with Future Group CEO - report,?",[0.03596135 0.08475277 0.8792859 ],neutral,-0.048791416
"Amazon bull sees continuing ad momentum,?",[0.8231764  0.01880537 0.15801817],positive,0.804371
"Bezos offers olive branch to Indian small business,?",[0.19258614 0.01371519 0.7936987 ],neutral,0.17887095
"Amazon ends FedEx ground delivery ban,?",[0.04786859 0.7785717  0.17355974],negative,-0.7307031
"Amazon bull sees AWS deceleration,?",[0.04764908 0.79805386 0.1542971 ],negative,-0.7504048
"Amazon offers loan to Deliveroo - Bloomberg,?",[0.13905586 0.01376996 0.8471742 ],neutral,0.12528591
"Amazon seeks to block JEDI work by Microsoft,?",[0.02040479 0.868898   0.11069722],negative,-0.8484932
"Big Tech dominates the S&amp;P 500,?",[0.05164221 0.02024401 0.9281138 ],neutral,0.031398207
"Amazon increasing counterfeit reporting - Reuters,?",[0.06382045 0.40296423 0.53321534],neutral,-0.33914378
"Amazon fires employees for customer data leaks,?",[0.01094654 0.95786005 0.03119343],negative,-0.94691354
"Amazon explores streaming TV ad expansion,?",[0.15198925 0.01237756 0.83563316],neutral,0.13961169
"""Bernstein's big tech look favors Facebook, Alphabet, Snap"",?",[0.03004779 0.0312191  0.9387331 ],neutral,-0.001171311
"Technician Todd Sohn sees four stocks breaking out in 2020,?",[0.05711191 0.02043945 0.9224487 ],neutral,0.036672458
"""Wix, SVB Financial up on additions to BofA's top picks"",?",[0.7621534  0.02235601 0.2154906 ],positive,0.73979735
"Sonos CEO to testify before House antitrust panel,?",[0.05040888 0.16848107 0.78111005],neutral,-0.11807218
"Alibaba's push into Europe yielding mixed results - Reuters,?",[0.02083732 0.9445196  0.03464318],negative,-0.9236823
"CIOs prefer Azure over AWS in Goldman survey,?",[0.19899875 0.24654314 0.55445814],neutral,-0.04754439
"Samsung Galaxy Home Mini coming soon,?",[0.09447401 0.04212297 0.863403  ],neutral,0.052351043
"""Alexa coming to Lamborghini, Rivian vehicles"",?",[0.03491079 0.05365532 0.91143394],neutral,-0.018744525
"Citron makes its top pick and pan for 2020,?",[0.06294172 0.01454996 0.9225083 ],neutral,0.04839176
"""Amazon, Exxon Mobil bring Alexa to gas payments"",?",[0.11748742 0.03727356 0.84523904],neutral,0.08021386
"""Amazon Fire TV expands, passes 40M users"",?",[0.83097154 0.01667834 0.15235011],positive,0.8142932
"""Amazon, Future Retail form e-commerce agreement"",?",[0.06462654 0.00846415 0.9269093 ],neutral,0.056162395
"Brick-and-mortar play by Amazon in Germany ,?",[0.05920282 0.2193492  0.72144794],neutral,-0.16014639
"""Baird names Amazon, Zynga top internet picks"",?",[0.13733296 0.02641382 0.83625317],neutral,0.11091915
"Wedbush sees strengthening FAANG verticals in 2020,?",[0.92406493 0.01146837 0.06446671],positive,0.9125966
"Amazon's Deliveroo stake gets in-depth UK probe,?",[0.07474809 0.6353896  0.28986228],negative,-0.5606415
"Amazon adds Florida fulfillment center,?",[0.09804711 0.01377331 0.88817954],neutral,0.0842738
"Amazon outlines record holiday shopping season,?",[0.10645512 0.04902989 0.844515  ],neutral,0.05742523
"AWS head sees Alibaba growing in cloud,?",[0.2758554  0.07719172 0.6469529 ],neutral,0.19866368
"U S  holiday shopping hits new record,?",[0.45417812 0.16263664 0.38318524],positive,0.2915415
"Italy follows France on digital tax,?",[0.12158366 0.11365969 0.7647566 ],neutral,0.007923968
"Does Amazon prioritize deliveries over public safety ,?",[0.02836176 0.02598004 0.94565827],neutral,0.002381714
"Super Saturday sales top Black Friday by 10%,?",[0.3819297  0.4267778  0.19129254],negative,-0.044848114
"""'Amazon's Choice' attached to unsafe, mislabeled products - WSJ"",?",[0.04375848 0.37683028 0.5794112 ],neutral,-0.3330718
"""Amazon, Ford join $1 3B EV investment round"",?",[0.12588057 0.01477536 0.8593441 ],neutral,0.11110521
"One-day shipping driving AMZN Prime use - Piper,?",[0.02894212 0.04273056 0.9283273 ],neutral,-0.013788445
"Amazon raising U S  fulfillment fees - Reuters,?",[0.08816621 0.26614466 0.64568913],neutral,-0.17797846
"Amazon is its own biggest carrier,?",[0.03889767 0.03331763 0.9277847 ],neutral,0.005580038
"""Amazon, Google partner on smart home standard"",?",[0.04234127 0.02565756 0.9320012 ],neutral,0.01668371
"Sun Country joins Amazon's domestic operations,?",[0.05712833 0.01109291 0.9317787 ],neutral,0.046035416
"Dumpster divers list on Amazon - WSJ,?",[0.03504469 0.38810337 0.57685196],neutral,-0.3530587
"Google wants Cloud dominance by 2023 - report,?",[0.05261732 0.01634636 0.9310363 ],neutral,0.03627096
"New twist to Amazon-FedEx tension,?",[0.501598   0.19167405 0.30672792],positive,0.30992395
"Amazon named 'best idea' at Cowen,?",[0.8041563  0.03559811 0.16024552],positive,0.7685582
"Amazon bans merchants from FedEx ground delivery,?",[0.02073956 0.8835801  0.09568028],negative,-0.86284053
"FedEx lower after Amazon bans certain deliveries,?",[0.01120091 0.96619797 0.02260114],negative,-0.95499706
"Amazon pushing to profit from Alexa - report,?",[0.76813114 0.0672984  0.16457056],positive,0.7008327
"Apple Podcasts come to Amazon Echo,?",[0.02658726 0.04925076 0.924162  ],neutral,-0.022663504
"Citizen releases Amazon Alexa wall clocks,?",[0.02929673 0.08951452 0.8811887 ],neutral,-0.060217783
"Late Cyber Monday nips at retail sales in November,?",[0.02568488 0.8843429  0.08997216],negative,-0.858658
"Amazon announces new distribution center in Brazil,?",[0.24074669 0.01806187 0.7411914 ],neutral,0.22268483
"Alexa devices sell out in Europe,?",[0.36204255 0.30560738 0.33235013],positive,0.056435168
"Amazon on-time deliveries fell Cyber Monday week,?",[0.01080009 0.9705558  0.01864416],negative,-0.9597557
"UK watchdog questions AMZN's Deliveroo investment,?",[0.2311945  0.11998323 0.6488223 ],neutral,0.11121126
"U S  tech probes to complete next year - AG,?",[0.050551   0.37627792 0.573171  ],neutral,-0.32572693
"Amazon patches Blink security flaws,?",[0.01621956 0.9344951  0.04928534],negative,-0.91827554
"Amazon wins Champions League rights,?",[0.55120313 0.06835729 0.38043958],positive,0.48284584
"Amazon bull sees holiday moat,?",[0.07943217 0.14081693 0.7797508 ],neutral,-0.061384752
"Amazon slams 'improper pressure' from Trump in JEDI bid protest,?",[0.01739879 0.94357115 0.03903005],negative,-0.9261724
"Amazon waits for Deliveroo antitrust decision,?",[0.06597397 0.15764612 0.77637994],neutral,-0.091672145
"SL Green signs Amazon to lease in NYC,?",[0.06600837 0.02765352 0.90633816],neutral,0.03835485
"Microsoft working on JEDI despite Amazon protest,?",[0.11258727 0.5499669  0.33744588],negative,-0.4373796
"Amazon sites could join Notorious Markets list - WSJ,?",[0.04255234 0.02239769 0.93504995],neutral,0.020154657
"Amazon faces widening U S  antitrust scrutiny - Bloomberg,?",[0.09572595 0.4491716  0.45510247],neutral,-0.35344565
"""Amazon, UPS testing cargo bikes in NYC"",?",[0.030567   0.07111249 0.89832056],neutral,-0.040545493
"U K  set to introduce digital services tax,?",[0.08974561 0.07976612 0.8304883 ],neutral,0.009979494
"AWS launches Local Zone in Los Angeles,?",[0.05205248 0.10912556 0.83882195],neutral,-0.057073083
"""Verizon, Amazon team on 5G edge computing"",?",[0.04265811 0.01427211 0.9430698 ],neutral,0.028386
"""AMD, INTC dip as Amazon unveils Graviton2 processor"",?",[0.03028301 0.8932637  0.07645328],negative,-0.86298066
"Shopping traffic up 14% over Thanksgiving weekend,?",[0.9331309  0.04172648 0.02514267],positive,0.89140445
"U S  weighing $2 4B of tariffs in response to France's digital services tax,?",[0.42886367 0.07806929 0.49306712],neutral,0.35079437
"Amazon unveils quantum computing service,?",[0.05821295 0.01113445 0.9306527 ],neutral,0.047078498
"Delivery giants put to the test,?",[0.09129854 0.03521093 0.8734905 ],neutral,0.056087602
"Amazon debuts Transcribe Medical,?",[0.05699385 0.13136615 0.81164   ],neutral,-0.07437231
"Amazon testing cheaper warehouses - Bloomberg,?",[0.06556443 0.16539639 0.7690392 ],neutral,-0.09983196
"SunTrust sees stronger holiday sales for Amazon,?",[0.89342725 0.02899243 0.07758032],positive,0.86443484
"AWS re:Invent runs from December 2-6,?",[0.02312846 0.03657223 0.94029933],neutral,-0.013443764
"""AWS chips target AMD, INTC - Wells Fargo"",?",[0.02845727 0.05502572 0.916517  ],neutral,-0.026568448
"AWS pours cash into custom silicon,?",[0.04796068 0.0400512  0.91198814],neutral,0.007909477
"""Amazon to double holiday hires to 200,000"",?",[0.65898305 0.11379243 0.22722451],positive,0.54519063
"Amazon and eBay linked to mercury report,?",[0.03359332 0.49133986 0.47506687],negative,-0.45774654
"Amazon's delivery operations have safety issues - NBC News,?",[0.01921026 0.8757455  0.10504421],negative,-0.8565352
"Strong early read on holiday sales,?",[0.80195063 0.08785611 0.11019329],positive,0.7140945
"Amazon target lowered on 'stubbornly high' consensus,?",[0.03786306 0.91561645 0.04652044],negative,-0.8777534
"Alexa gains medication management skills,?",[0.92010254 0.02230111 0.05759635],positive,0.8978014
"Amazon files suit over JEDI cloud contract,?",[0.02662272 0.8889051  0.08447224],negative,-0.8622824
"Dish gains on report of talks with Amazon,?",[0.8006794  0.151474   0.04784668],positive,0.6492054
"Amazon launching smart shelf for businesses,?",[0.07907014 0.01333604 0.9075938 ],neutral,0.06573409
"""Salesforce, Amazon taking on RingCentral"",?",[0.04054005 0.08472154 0.8747384 ],neutral,-0.044181496
"House releases answers from Big Tech queries,?",[0.0424674  0.22335841 0.7341742 ],neutral,-0.180891
"Vodafone moving key operations to Google Cloud,?",[0.05063547 0.06625823 0.8831063 ],neutral,-0.015622761
"Western Union selects AWS as preferred cloud,?",[0.03568961 0.02390578 0.94040453],neutral,0.011783827
"Spotify down as Amazon expands free music offering,?",[0.02071576 0.92658436 0.05269987],negative,-0.9058686
"Amazon Pharmacy debuts branding,?",[0.04123035 0.03617868 0.9225909 ],neutral,0.005051669
"Amazon dropped plan for checking accounts - report,?",[0.02788215 0.8756355  0.09648231],negative,-0.84775335
"Amazon Studios loses head of production - Variety,?",[0.02094424 0.92042077 0.05863502],negative,-0.8994765
"""Lone Pine sheds Microsoft and Adobe stake, while increases in Alibaba, Salesforce and Amazon"",?",[0.2273597  0.13153143 0.6411089 ],neutral,0.095828265
"""Appaloosa adds Alibaba, increases Micron"",?",[0.52528596 0.12051318 0.35420084],positive,0.4047728
"Esper responds to Amazon's JEDI protest,?",[0.17042948 0.27987754 0.54969305],neutral,-0.10944806
"Amazon protesting JEDI contract loss - report,?",[0.01518822 0.9540992  0.03071254],negative,-0.93891096
"""Amazon, Lionsgate sign multiyear streaming deal"",?",[0.7067487  0.02190023 0.27135107],positive,0.6848485
"Amazon launches AWS Data Exchange,?",[0.06973813 0.05015285 0.8801091 ],neutral,0.019585274
"Amazon dominated Q3 smart speaker market,?",[0.1865388  0.01834127 0.7951199 ],neutral,0.16819753
"Amazon's Chinese sellers posting risky products - WSJ,?",[0.01690137 0.9198755  0.06322318],negative,-0.9029741
"Amazon pushes forward with new grocery brand,?",[0.9188936  0.01278234 0.06832407],positive,0.90611124
"Blow to Amazon in Seattle council election,?",[0.03174262 0.9041589  0.06409849],negative,-0.87241626
"Amazon opening first fulfillment center in Quebec,?",[0.0719859  0.02981124 0.8982029 ],neutral,0.042174667
"Amazon's Fire TV will carry Disney Plus,?",[0.02941765 0.01483572 0.9557466 ],neutral,0.014581931
"Disney Plus set up to define Iger legacy,?",[0.04838012 0.00695356 0.9446664 ],neutral,0.04142656
"Amazon Robotics announces new hub,?",[0.36987537 0.03003603 0.60008854],neutral,0.33983934
"Tech giants take hit as Goldman warns on regulation,?",[0.05202486 0.80251104 0.14546406],negative,-0.7504862
"Indian antitrust authority questioning Amazon investment,?",[0.04333076 0.15979895 0.7968703 ],neutral,-0.11646819
"AWS opening data centers in Spain,?",[0.0499417  0.26527593 0.6847824 ],neutral,-0.21533422
"Amazon invests $600M into India units,?",[0.06111729 0.00785377 0.93102896],neutral,0.053263523
"""France, Germany cloud push rivals AMZN, MSFT"",?",[0.12965299 0.19168624 0.67866075],neutral,-0.06203325
"Amazon Fresh now free for Prime members,?",[0.04295414 0.01044519 0.9466006 ],neutral,0.032508954
"Don't count Amazon out on JEDI contract- Cowen,?",[0.09369772 0.15738    0.7489223 ],neutral,-0.06368228
"Amazon Pay to support utility bill payments,?",[0.03887429 0.04768264 0.9134431 ],neutral,-0.008808352
"Microsoft's JEDI win called a gamechanger,?",[0.06204939 0.15253285 0.78541785],neutral,-0.09048346
"Microsoft tops Amazon for Pentagon JEDI cloud contract,?",[0.3996874  0.3456071  0.25470546],positive,0.054080307
"Amazon analyst round-up: Buy the dip,?",[0.08362886 0.03106377 0.8853074 ],neutral,0.05256509
"""Amazon -7 5% on Q3 profit miss, light holiday sales forecast"",?",[0.5430152  0.2810308  0.17595407],positive,0.26198438
"""Amazon EPS misses by $0 32, beats on revenue"",?",[0.38848358 0.19793418 0.41358224],neutral,0.1905494
"Senators want FTC probe into AMZN server security,?",[0.03729514 0.20493297 0.7577719 ],neutral,-0.16763783
"Amazon buys another healthcare startup,?",[0.30755726 0.06303468 0.629408  ],neutral,0.24452257
"Amazon Q3 2019 Earnings Preview,?",[0.05657467 0.24426004 0.69916534],neutral,-0.18768537
"F5 sets strategic partnership with Amazon Web Services,?",[0.7367745  0.01243159 0.25079393],positive,0.7243429
"Amazon tied to dangerous Bangladesh factories,?",[0.03513398 0.81431377 0.15055224],negative,-0.7791798
"Pentagon still reviewing JEDI cloud contract,?",[0.09224019 0.11288691 0.7948729 ],neutral,-0.020646714
"Amazon expands Counters pickup locations,?",[0.77456385 0.02667512 0.19876108],positive,0.74788874
"Pentagon chief steps down from JEDI process,?",[0.04344771 0.50941324 0.44713905],negative,-0.46596554
"Tech breakups still on table - antitrust chief,?",[0.03767538 0.40333253 0.5589921 ],neutral,-0.36565715
"Twitch hires Zynga vet as CMO,?",[0.02931289 0.04532345 0.9253637 ],neutral,-0.016010566
"Amazon sellers sending expired consumables - CNBC,?",[0.02703725 0.68041676 0.29254597],negative,-0.6533795
"Discover teams up with Amazon for holiday offers,?",[0.3820532  0.02108141 0.5968654 ],neutral,0.36097178
"India considers streaming censorship,?",[0.03434877 0.5682278  0.39742342],negative,-0.53387904
"EU watchdog investigating Amazon's Deliveroo funding,?",[0.03460211 0.7346236  0.23077424],negative,-0.7000215
"Amazon gets target boost before earnings,?",[0.64583427 0.07977536 0.2743904 ],positive,0.5660589
"Amazon bull says don't buy before earnings,?",[0.05174878 0.20424072 0.74401045],neutral,-0.15249194
"Hulu expands device list with 4K video support,?",[0.7867935  0.0164931  0.19671342],positive,0.7703004
"FreshDirect on the sales block,?",[0.0387399  0.29141322 0.6698469 ],neutral,-0.25267333
"""Oracle to hire 2,000 in cloud computing push"",?",[0.52409476 0.04456326 0.431342  ],positive,0.4795315
"Winners from Piper Jaffray's teenager spending survey,?",[0.10619979 0.1103235  0.78347665],neutral,-0.004123703
"Amazon plays defense,?",[0.03011271 0.07485206 0.89503527],neutral,-0.044739358
"Jefferies boosts Microsoft in cautious software look,?",[0.46233356 0.18075621 0.35691014],positive,0.28157735
"Amazon redeeming $1B in notes,?",[0.27820283 0.06617939 0.6556178 ],neutral,0.21202344
"Alexa arriving in Brazil,?",[0.05157869 0.44354805 0.5048733 ],neutral,-0.39196938
"""Disney, Amazon in dispute over Fire TV app revenue - WSJ"",?",[0.04904294 0.7558305  0.19512658],negative,-0.7067876
"Holiday sales seen rising around 4% this year,?",[0.8832399  0.02202491 0.09473526],positive,0.861215
"Large Internet stocks 'compelling' heading into earnings - RBC,?",[0.67722833 0.07943498 0.24333669],positive,0.59779334
"Senators press tech firms on 'deepfake' technology,?",[0.12055292 0.06882147 0.81062555],neutral,0.051731452
"Amazon brings Disney streaming to Latin America,?",[0.09055396 0.00706465 0.9023814 ],neutral,0.08348931
"""BlackBerry solutions available on Azure, AWS markets"",?",[0.02574589 0.01880397 0.9554502 ],neutral,0.006941911
"Amazon signs dozens of grocery leases - WSJ,?",[0.12187666 0.03813742 0.83998597],neutral,0.083739236
"""Amazon bringing Go to airports, theaters - CNBC"",?",[0.05087076 0.02409956 0.9250297 ],neutral,0.026771203
"""Amazon, Flipkart report strong festival sales"",?",[0.91160345 0.02807967 0.06031687],positive,0.88352376
"YouTube TV arrives on Fire TV,?",[0.0407097  0.12122581 0.8380645 ],neutral,-0.080516115
"""AWS hires Cisco, Cumulus vet - Information"",?",[0.06587948 0.02957333 0.9045472 ],neutral,0.036306154
"""Amazon launches new Echos, Studio, and Buds"",?",[0.14943022 0.00681276 0.84375703],neutral,0.14261745
"Discovery launching Food Network Kitchen DTC product,?",[0.09262452 0.0126021  0.8947734 ],neutral,0.08002242
"Amazon buys cloud software startup,?",[0.03446657 0.04254073 0.9229927 ],neutral,-0.008074161
"What to expect at Amazon's hardware event,?",[0.05070276 0.02146744 0.92782986],neutral,0.029235326
"Amazon pilots Care clinics,?",[0.03451219 0.07804008 0.88744766],neutral,-0.043527886
"Amazon signs multiyear deal with 'Fleabag' creator,?",[0.8994119  0.0161272  0.08446089],positive,0.88328475
"""Amazon planning fitness earbuds, new Echo - CNBC"",?",[0.03459609 0.0312673  0.93413657],neutral,0.003328789
